linha_produto,cod_item,desc_global,score,method
BISACODIL (5MG COMPRIMIDO REVESTIDO DE LIBERACAO RETARDADA),102396,nexium 20mg comprimido revestido,0.68,fuzz_token_set
BISSULFATO DE CLOPIDOGREL (150MCG/ML SOL INJ 1ML),86879,insulina lispro 100 ui/ml sol inj refil 3ml,0.67,fuzz_token_set
BISSULFATO DE CLOPIDOGREL (75MG COMPRIMIDO),86643,clopidogrel 75 mg com rev,0.75,fuzz_token_set
BLOOD STOP-CURATIVO REDONDO AD BEGE,84230,curativo redondo antiseptico rl c/ 500 und,0.63,fuzz_token_set
BLOOD STOP-CURATIVO REDONDO AD BRANCO,84230,curativo redondo antiseptico rl c/ 500 und,0.6,fuzz_token_set
BOLSA COLOSTOMIA / ILEOSTOMIA,117124,"bolsa colostomia ileostomia esteem body drenável opaca recortável 3,5mm g4 ref: 423642 - convatec",1.0,fuzz_token_set
BOLSA COLOSTOMIA 30MM SACO PLASTICO200ML,92785,bolsa colostomia sensura mio (ref: 10451),0.62,fuzz_token_set
BOLSA COLOSTOMIA 50MM SACO PLASTICO200ML,111680,bolsa colostomia  sensura mio 1 peça convex soft drenável transparente 10-50mm maxi refência: 16415,0.69,fuzz_token_set
"BORTEZOMIBE (3,5MG PO LIOF SOL INJ IV/SC FA)",87102,parecoxibe sódico 40 mg po liof inj fa,0.72,fuzz_token_set
BROMAZEPAM (3MG COMPRIMIDO SIMPLES) B1,86531,bromazepam 3 mg com,0.85,fuzz_token_set
"BROMETO DE IPRATROPIO (0,25MG/ML SOLUCAO PARA INALACAO FRASCO 20ML)",83684,"ipratropio, brometo 0,25 mg/ml sol inal fr got 20 ml",0.76,fuzz_token_set
BROMETO DE ROCURONIO (10MG/ML SOL INJ IV 5ML),84759,"rocuronio, brometo 10 mg/ml sol inj fa 5 ml",0.85,fuzz_token_set
BROMIDRATO DE CITALOPRAM (20MG COMPRIMIDO) C1,86533,brometo de otilônio 40 mg com rev,0.61,fuzz_token_set
BROMOPRIDA (10MG COMPRIMIDO),86535,bromoprida 10 mg com,0.97,fuzz_token_set
BROMOPRIDA (4MG/ML SOLUCAO ORAL FRASCO GOTEJADOR 20ML),86536,bromoprida 4mg/ml solução oral 20 ml ,0.95,fuzz_token_set
BROMOPRIDA (5MG/ML SOL INJ IM/IV AMPOLA 2ML),86537,bromoprida 5 mg/ml sol inj im/iv amp 2 ml,0.96,fuzz_token_set
"BUDESONIDA (0,25MG/ML SUSPENSAO PARA NEBULIZACAO FRASCO 2ML)",86538,"budesonida 0,25 mg/ml sus p/ nebulizacao flac 2 ml",0.79,fuzz_token_set
"BUDESONIDA (0,50MG/ML SUSPENSAO PARA NEBULIZACAO FRASCO 2ML)",86539,"budesonida 0,5 mg/ml sus p/ nebulizacao flac 2 ml",0.8,fuzz_token_set
BUDESONIDA (32MCG SUSPENSAO SPRAY NASAL FRASCO 120 ACIONAMENTOS),86542,budesonida 50 mcg/dose spray nasal fr 6 ml ,0.69,fuzz_token_set
BUDESONIDA (64MCG SUSPENSAO SPRAY NASAL FRASCO 120 ACIONAMENTOS),86542,budesonida 50 mcg/dose spray nasal fr 6 ml ,0.69,fuzz_token_set
BUPRENORFINA (10MG ADESIVO TRANSDERMICO),109811,"rivastgmina patch 15 (13,3mg/24h) ades transdermico",0.62,fuzz_token_set
BUPRENORFINA (20MG ADESIVO TRANSDERMICO),109811,"rivastgmina patch 15 (13,3mg/24h) ades transdermico",0.62,fuzz_token_set
BUPRENORFINA (5MG ADESIVO TRANSDERMICO),109811,"rivastgmina patch 15 (13,3mg/24h) ades transdermico",0.63,fuzz_token_set
"BUSSULFANO (6,0MG/ML SOL INFUS IV FA 10ML)",87279,ustequinumabe 130 mg/26 ml sol inj infus iv fa 26 ml stelara,0.62,fuzz_token_set
BUTILBROMETO DE ESCOPOLAMINA (10MG COMPRIMIDO),86766,escopolamina 10 mg com rev,0.76,fuzz_token_set
BUTILBROMETO DE ESCOPOLAMINA (10MG/ML SOLUCAO ORAL 20ML),86767,escopolamina 10 mg/ml sol or fr 20 ml ,0.74,fuzz_token_set
BUTILBROMETO DE ESCOPOLAMINA (20MG/ML SOLUCAO INJETAVEL IV/IM/SC 1ML),86769,escopolamina 20 mg/ml sol inj 1 ml amp,0.79,fuzz_token_set
BUTILBROMETO DE ESCOPOLAMINA+DIPIRONA MONOIDRATADA INJETAVEL (500+4MG/ML INJ 5ML),87123,dipirona monoidratada 1 g com,0.84,fuzz_token_set
"BUTILBROMETO DE ESCOPOLAMINA+DIPIRONA MONOIDRATADA LIQUIDO (333,4+6,67MG/ML SOL OR  20ML) ORAL",87123,dipirona monoidratada 1 g com,0.84,fuzz_token_set
BUTILBROMETO DE ESCOPOLAMINA+DIPIRONA MONOIDRATADA SOLIDO (250+10MG COMPRIMIDO) ORAL ,87123,dipirona monoidratada 1 g com,0.93,fuzz_token_set
"CABAZITAXEL INJETAVEL (60MG INJ IV 1,5ML C/DIL 4,5ML)",116877,"golimumabe 50mg/0,5ml sol inj caneta 0,5 ml simponi",0.54,fuzz_token_set
"CABAZITAXEL INJETAVEL (60MG SOL INJ  FA X 1,5ML + DIL FA X 4,5 ML)",83688,ocitocina 5 ui/ml sol inj amp 1 ml,0.62,fuzz_token_set
CALCITRAN D3 400UI CP,106817,capecitabina 500 mg com rev,0.54,fuzz_token_set
CAMPO OPER 25X28 13G RADIOPA EST DIONE,115427,"edaravona 1,5 mg/ml amp iv 20 ml radicava",0.53,fuzz_token_set
CAMPO OPER 25X28 17G RADIOPA EST VITORIA,87638,campo fenestrado 10cm 75 x 75cm pp leve esteril,0.53,fuzz_token_set
CAMPO OPER 45X50 15G HELENA,87754,"cateter duplo lumen p/ hd 11,5x15cm reto",0.55,fuzz_token_set
CAMPO OPER 45X50 18G HELENA,87754,"cateter duplo lumen p/ hd 11,5x15cm reto",0.55,fuzz_token_set
CAMPO OPER 45X50 18G RADIOPA HELENA,87754,"cateter duplo lumen p/ hd 11,5x15cm reto",0.54,fuzz_token_set
CAMPO OPER 45X50 25G RADIOPA VALENTINNA,86592,gabapentina 400 mg cap dura,0.52,fuzz_token_set
CAMPO OPER 45X50 25G VALENTINNA,86592,gabapentina 400 mg cap dura,0.55,fuzz_token_set
CANDESARTANA CILEXETILA (16MG COMPRIMIDO) USO ORAL/ADULTO,86559,candesartana cilexetila 8 mg com,0.92,fuzz_token_set
CANDESARTANA CILEXETILA (8MG COMPRIMIDO) USO ORAL/ADULTO,86559,candesartana cilexetila 8 mg com,0.92,fuzz_token_set
"CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA (16MG + 12,5 MG)",86559,candesartana cilexetila 8 mg com,0.9,fuzz_token_set
CANULA GUEDEL  NÂ¿ 1 TAMANHO 70MM,111147,canula de guedell estéril nº 1,0.62,fuzz_token_set
CANULA GUEDEL  NÂ¿ 2 TAMANHO 80MM,111148,canula de guedell estéril nº 2,0.62,fuzz_token_set
CANULA GUEDEL  NÂ¿ 3 TAMANHO 90MM,111149,canula de guedell estéril nº 3,0.62,fuzz_token_set
CANULA GUEDEL  NÂ¿ 4 TAMANHO 100MM,111145,canula de guedell estéril nº 00,0.63,fuzz_token_set
CANULA GUEDEL  NÂ¿ 5 TAMANHO 110MM,111147,canula de guedell estéril nº 1,0.61,fuzz_token_set
CAPECITABINA (150MG COMPRIMIDO REVESTIDO),106817,capecitabina 500 mg com rev,0.85,fuzz_token_set
CAPECITABINA (500MG COMPRIMIDO REVESTIDO),106817,capecitabina 500 mg com rev,0.88,fuzz_token_set
CAPTOPRIL (25MG COMPRIMIDO),86562,captopril 25 mg com,0.97,fuzz_token_set
CAPTOPRIL (50MG COMPRIMIDO),86563,captopril 50 mg com,0.97,fuzz_token_set
CARBAMAZEPINA (200MG COMPRIMIDO SIMPLES ADULTO/PEDIATRICO VIA ORAL) C1,86565,carbamazepina 200 mg com,0.83,fuzz_token_set
CARBAMAZEPINA (400MG COMPRIMIDO SIMPLES) C1,86565,carbamazepina 200 mg com,0.83,fuzz_token_set
CARBAMAZEPINA LIQUIDO ( 20MG/ML SUS OR 100ML C1) ORAL,86564,carbamazepina 20 mg/ml sus or fr 100 ml,0.78,fuzz_token_set
"CARBAZITAXEL (40MG SOL INJ IV FRASCO AMPOLA 1ML + DILUENTE 1,5ML)",87047,ocrelizumabe 30 mg/ml sol inj iv fa 10 ml ocrevus,0.65,fuzz_token_set
CARBOMER 340  TOPICO  (2MG/G GEL OFT 10G),86567,"carbômer 2 mg/g + sorbitol 48,5 mg/g gel oft bg 10 g",0.72,fuzz_token_set
"CARBOMER+SORBITOL TOPICO (2,0+48,5MG/G GEL OFT 10G)",86567,"carbômer 2 mg/g + sorbitol 48,5 mg/g gel oft bg 10 g",0.85,fuzz_token_set
CARBONATO DE LITIO (300MG COMPRIMIDO) C1,86569,"litio, carbonato de 300 mg com",0.93,fuzz_token_set
CARBOPLATINA (10MG/ML SOL INJ IV 45ML),86732,dopamina 5 mg/ml sol inj iv amp 10 ml,0.74,fuzz_token_set
CARBOPLATINA (10MG/ML SOL INJ IV FRASCO 15ML),86732,dopamina 5 mg/ml sol inj iv amp 10 ml,0.7,fuzz_token_set
CARBOPLATINA (10MG/ML SOL INJ IV FRASCO 5ML),86732,dopamina 5 mg/ml sol inj iv amp 10 ml,0.71,fuzz_token_set
CARBOXIMALTOSE FÃRRICA,86571,carboximaltose férrica 50 mg/ml sol inj iv amp 10 ml ferinject,0.78,fuzz_token_set
CARFILZOMIBE,84936,carbofor ,0.5,fuzz_token_set
CARMABAZEPINA (200MG CPR LIB PROL) C1,87144,quetiapina 50 mg com rev lib prol,0.62,fuzz_token_set
CARMELOSE SODICA (5MG/ML SOLUCAO OFTALMICA 15ML),87193,solucao oftalmica optive 15 ml,0.8,fuzz_token_set
"CARVEDILOL (12,5MG COMPRIMIDO)",86575,"carvedilol 12,5 mg com",0.98,fuzz_token_set
CARVEDILOL (25MG COMPRIMIDO),86576,carvedilol 25 mg com,0.97,fuzz_token_set
CARVEDILOL (3.125MG COMPRIMIDO),86577,"carvedilol 3,125 mg com",0.98,fuzz_token_set
"CARVEDILOL (6,25MG COMPRIMIDO)",86578,"carvedilol 6,25 mg com",0.98,fuzz_token_set
CATETER INTRAVENOSO 14G,87886,cateter intravenoso c/ dispositivo segurança 14g jelco,1.0,fuzz_token_set
CATETER INTRAVENOSO 14G TEFLON,87886,cateter intravenoso c/ dispositivo segurança 14g jelco,0.87,fuzz_token_set
CATETER INTRAVENOSO 16G DISP SEG,87887,cateter intravenoso c/ dispositivo segurança 16g jelco ,0.84,fuzz_token_set
CATETER INTRAVENOSO 16G TEFLON,87887,cateter intravenoso c/ dispositivo segurança 16g jelco ,0.87,fuzz_token_set
CATETER INTRAVENOSO 18G DISP SEG,87888,cateter intravenoso c/ dispositivo segurança 18g jelco,0.84,fuzz_token_set
CATETER INTRAVENOSO 18G TEFLON,87888,cateter intravenoso c/ dispositivo segurança 18g jelco,0.87,fuzz_token_set
CATETER INTRAVENOSO 20G DISP SEG,87889,cateter intravenoso c/ dispositivo segurança 20g jelco ,0.84,fuzz_token_set
CATETER INTRAVENOSO 20G TEFLON,87889,cateter intravenoso c/ dispositivo segurança 20g jelco ,0.87,fuzz_token_set
CATETER INTRAVENOSO 22G DISP SEG,87890,cateter intravenoso c/ dispositivo segurança 22g jelco,0.84,fuzz_token_set
CATETER INTRAVENOSO 22G TEFLON,87890,cateter intravenoso c/ dispositivo segurança 22g jelco,0.87,fuzz_token_set
CATETER INTRAVENOSO 24G DISP SEG,87891,cateter intravenoso c/ dispositivo segurança 24g jelco  ref. 4251601-04,0.84,fuzz_token_set
CATETER INTRAVENOSO 24G TEFLON,87891,cateter intravenoso c/ dispositivo segurança 24g jelco  ref. 4251601-04,0.87,fuzz_token_set
CATETER INTRAVENOSO PERIFERICO SIMPLES 24G,87891,cateter intravenoso c/ dispositivo segurança 24g jelco  ref. 4251601-04,0.71,fuzz_token_set
CATETER NASAL INFANTIL 10 FR S/GARRA,84925,aminoven infantil 10% 100ml fr,0.65,fuzz_token_set
CATETER NASAL NEONATAL 6 FR,104479,cateter nasal p/ o2 tipo óculos 4fr neonatal ,0.9,fuzz_token_set
CATETER NASAL TIPO OCULOS ADULTO 10 FR,87494,"cateter nasal p/ o2 tipo oculos adulto 1,5m",0.91,fuzz_token_set
CAVILON SPRAY,88061,cavilon spray 28ml np,1.0,fuzz_token_set
CEFALEXINA (50 MG/ML PO P/ SUS OR FR 60ML),86579,cefalexina 50 mg/ml sus or fr 100 ml,0.94,fuzz_token_set
CEFALEXINA MONOIDRATADA (500MG COMPRIMIDO),86581,cefalexina monoidratada 500 mg com rev,0.93,fuzz_token_set
CEFALOTINA SODICA (1G PO INJ IM/IV 10 ML),86582,cefalotina  sodica 1 g po liof inj fa,0.8,fuzz_token_set
CEFAZOLINA SODICA (1G PO INJ IV 10 ML),83652,cefazolina  sodica 1 g po liof inj fa,0.83,fuzz_token_set
CEFOTAXIMA SODICA (1G PO SOL INJ IV/IM),83653,ceftriaxona sodica 1 g iv/im po liof inj fa,0.78,fuzz_token_set
CEFOXITINA SODICA (1000MG PO INJETAVEL),86586,cefoxitina sódica 1 g po liof inj fa,0.77,fuzz_token_set
CEFTAZIDIMA INJETAVEL (1G PO IV/IM),86317,ceftazidima 1 g po liof inj fa,0.73,fuzz_token_set
CEFTRIAXONA (1G PO INJ IV FA),83653,ceftriaxona sodica 1 g iv/im po liof inj fa,0.94,fuzz_token_set
CEFUROXIMA SODICA (750MG PO SOL INJ IV/IM FA),86321,cefuroxima sodica 750 mg po liof inj fa,0.83,fuzz_token_set
CETOCONAZOL 200MG CP,86328,cetoconazol 200 mg com,0.81,fuzz_token_set
CETOCONAZOL TOPICO (20MG/G CREME BISNAGA) ,86326,cetoconazol 20 mg/g cr derm bg 30 g,0.69,fuzz_token_set
CETOPROFENO (100MG PO INJ IV),86329,cetoprofeno 100 mg po liof iv fa,0.78,fuzz_token_set
CETOPROFENO (1MG/ML SOL INJ IV 100ML),86329,cetoprofeno 100 mg po liof iv fa,0.75,fuzz_token_set
CETOPROFENO (50MG CAPSULA),86329,cetoprofeno 100 mg po liof iv fa,0.71,fuzz_token_set
CETOPROFENO (50MG/ML INJ IM 2ML),86330,cetoprofeno 150 mg com lib prol,0.69,fuzz_token_set
CICLOFOSFAMIDA MONOIDRATADA SOLIDO (50MG CP),86341,ciclofosfamida monoidratada 50 mg com rev lib retard genuxal,0.78,fuzz_token_set
CICLOSPORINA (100MG CAPSULA),92918,nitrofurantoína 100 mg cap,0.67,fuzz_token_set
CICLOSPORINA (100MG/ML SOL OR FR 50ML),83666,dipirona 50 mg/ml sol or fr 100 ml,0.75,fuzz_token_set
CICLOSPORINA (25MG CAPSULA),88061,cavilon spray 28ml np,0.57,fuzz_token_set
CICLOSPORINA (50MG CAPSULA),92918,nitrofurantoína 100 mg cap,0.6,fuzz_token_set
CICLOSPORINA (50MG/ML SOL DIL INFUS IV 1ML),106331,etilefrina 10mg/ml sol inj amp 1ml,0.64,fuzz_token_set
CIMETIDINA (150MG/ML SOL INJ INJ IV AMPOLA 2ML),106331,etilefrina 10mg/ml sol inj amp 1ml,0.81,fuzz_token_set
CINARIZINA (75MG COMPRIMIDO),87239,tiamina 300 mg com,0.65,fuzz_token_set
CIPROFIBRATO (100 MG COMPRIMIDO),86862,propatilnitrato 10 mg com,0.75,fuzz_token_set
CIPROFLOXACINO INJETAVEL (2MG/ML INJ IV 100ML ),86349,ciprofloxacino 2 mg/ml sol inj bols 100 ml,0.75,fuzz_token_set
CIPROFLOXACINO INJETAVEL (2MG/ML INJ IV 200ML ),86623,ciprofloxacino 2 mg/ml sol inj bols 200 ml,0.75,fuzz_token_set
"CISPLATINA (0,5MG/ML SOL INJ IV 20ML)",86769,escopolamina 20 mg/ml sol inj 1 ml amp,0.71,fuzz_token_set
CISPLATINA (1MG/ML SOL INJ IV 100ML),87238,tiamina 100 mg/ml sol inj 1 ml amp,0.74,fuzz_token_set
CISPLATINA (1MG/ML SOL INJ IV 50ML),83688,ocitocina 5 ui/ml sol inj amp 1 ml,0.75,fuzz_token_set
"CISTEÂ¿NA, MAGNÂ¿SIO BISGLICINATO, BITARTARATO DE COLINA, GLICINA E COENZIMA Q10",116647,"camara de umidificacao de alimentacao automatica vhc10, uso infantil, descartavel",0.48,fuzz_token_set
CITARABINA (100 MG/ML SOL INJ IV FRASCO AMPOLA 5ML),87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.75,fuzz_token_set
CITARABINA (100MG/ML SOL INJ IV 10ML),106331,etilefrina 10mg/ml sol inj amp 1ml,0.72,fuzz_token_set
CITARABINA (100MG/ML SOL INJ IV 1ML),106331,etilefrina 10mg/ml sol inj amp 1ml,0.74,fuzz_token_set
CITARABINA (20MG/ML SOL INJ IV/SC FA 5 ML),86547,bupivacaina 5 mg/ml sem vaso sol inj fa 20 ml,0.71,fuzz_token_set
CITARABINA (50MG/ML SOL INJ IV/SC 10ML),83688,ocitocina 5 ui/ml sol inj amp 1 ml,0.71,fuzz_token_set
CITRATO DE CLOMIFENO (50MG CP SIMPLES),83673,"fentanila, citrato de 50 mcg/ml sol inj fa 10 ml",0.58,fuzz_token_set
"CITRATO DE FENTANILA + DROPERIDOL (0,0785MG/ML + 2,5MG/ML SOL INJ IV/IM AMP 2ML) A1",86734,"droperidol 2,5 mg/ml sol inj im/iv amp 1 ml",0.9,fuzz_token_set
CITRATO DE SILDENAFILA (25MG COMPRIMIDO),87256,"tofacitinibe, citrato 5 mg com rev xeljanz",0.64,fuzz_token_set
CITRATO DE SUFENTANILA (50MCG/ML INJ IV/EPI 1ML) A1 ,83673,"fentanila, citrato de 50 mcg/ml sol inj fa 10 ml",0.73,fuzz_token_set
CITRATO DE SUFENTANILA (50MCG/ML INJ IV/EPI 5ML) A1,83673,"fentanila, citrato de 50 mcg/ml sol inj fa 10 ml",0.71,fuzz_token_set
CITRATO DE SUFENTANILA (5MCG/ML INJ IV/EPI 2ML) A1,83673,"fentanila, citrato de 50 mcg/ml sol inj fa 10 ml",0.7,fuzz_token_set
CITRATO DE TAMOXIFENO (10MG CP REV) ,115379,"tamoxifeno, citrato 20 mg comp rev sandoz",0.8,fuzz_token_set
CITRATO DE TAMOXIFENO (20MG CP REV),115379,"tamoxifeno, citrato 20 mg comp rev sandoz",0.82,fuzz_token_set
CLARITROMICINA (250MG/5ML SUS OR 60ML),83656,claritromicina 50 mg/ml sus or fr 60 ml,0.81,fuzz_token_set
CLARITROMICINA (500MG CPR REV),86499,azitromicina 500 mg com rev,0.76,fuzz_token_set
CLARITROMICINA (500MG PO LIOF INJ IV 20ML),86629,claritromicina 500 mg po liof inj fa,0.84,fuzz_token_set
CLARITROMICINA (500MG PO LIOF INJ IV 30ML),86629,claritromicina 500 mg po liof inj fa,0.84,fuzz_token_set
CLINDAMICINA (150MG/ML INJ 4ML),86630,clindamicina 150 mg/ml sol inj amp 4 ml,0.83,fuzz_token_set
"CLONAZEPAM (0,25MG COMPRIMIDO) ",86635,"clonazepam 0,5 mg com",0.95,fuzz_token_set
"CLONAZEPAM (2,5MG/ML SOLUCAO ORAL FRASCO 20ML) B1",86637,"clonazepam 2,5 mg/ml sol or fr got 20 ml ",0.78,fuzz_token_set
CLONAZEPAM (2MG COMPRIMIDO) B1,86636,clonazepam 2 mg com,0.9,fuzz_token_set
CLONIDINA (150MCG/ML SOL INJ 1ML),86641,clonidina 150 mcg/ml sol inj amp 1ml embalagem esteril,0.87,fuzz_token_set
CLONIXINATO DE LISINA (125MG COMPRIMIDO),86920,levotiroxina sodica 125 mcg com,0.65,fuzz_token_set
CLONIXINATO DE LISINA (250MG COMPRIMIDO),86569,"litio, carbonato de 300 mg com",0.63,fuzz_token_set
CLONIXINATO DE LISINA + CLORIDRATO DE CICLOBENZAPR SOLIDO (125+5MG COMPRIMIDO),100370,"cianocobalamina 5000mcg, cloridrato de piridoxina 100mg, nitrato de tiamina 100mg com rev",0.62,fuzz_token_set
CLORAMBUCILA (2MG COMPRIMIDO),86935,loperamida 2 mg com,0.67,fuzz_token_set
CLORANFENICOL+METIONINA (11 C)+ACETATO DE RETINOL+ TOPICO (10000UI+35 MG/G  POM ),86846,"retinol, acetato de + aminoacidos + metionina + cloranfenicol 10.000 ui/g + 25 mg/g + 5 mg/g + 5 mg/g pom oft 3,5 g (regencel)",0.82,fuzz_token_set
CLORETO DE POTASSIO (10% INJ IV 10ML),83659,"cloreto de potassio 19,1% (191 mg/ml) sol inj amp 10 ml",0.87,fuzz_token_set
"CLORETO DE POTASSIO (19,1% INJ IV 10ML)",83659,"cloreto de potassio 19,1% (191 mg/ml) sol inj amp 10 ml",0.88,fuzz_token_set
CLORETO DE POTASSIO (60MG/ML SOL OR 100ML),86646,"potassio, cloreto de 60 mg/ml xpe or fr 100 ml",0.85,fuzz_token_set
"CLORETO DE SODIO (0,9% 15 SACHES 1,08 GRAMAS + FRASCO APLICADOR 120ML)",83660,"cloreto de sodio 0,9% 100 ml fr sistema fechado",0.65,fuzz_token_set
"CLORETO DE SODIO (0,9% 15 SACHES 1,08 GRAMAS) ",87116,"cloreto de sódio 6,0 mg/g gel nasal fr 30g",0.69,fuzz_token_set
"CLORETO DE SODIO (0,9% 30 SACHES 2,16 GRAMAS + FRASCO APLICADOR 240 ML)",83660,"cloreto de sodio 0,9% 100 ml fr sistema fechado",0.7,fuzz_token_set
"CLORETO DE SODIO (0,9% 30 SACHES 2,16 GRAMAS) ",86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.67,fuzz_token_set
"CLORETO DE SODIO (0,9% SPRAY NASAL 100 ML)",83660,"cloreto de sodio 0,9% 100 ml fr sistema fechado",0.82,fuzz_token_set
"CLORETO DE SODIO (0,9% SPRAY NASAL JATO FORTE 100 ML)",83660,"cloreto de sodio 0,9% 100 ml fr sistema fechado",0.75,fuzz_token_set
CLORETO DE SODIO (100MG/ML SOL INJ 10ML),86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.83,fuzz_token_set
CLORETO DE SODIO (2% SPRAY NASAL 100 ML),83660,"cloreto de sodio 0,9% 100 ml fr sistema fechado",0.77,fuzz_token_set
CLORETO DE SODIO (200MG/ML SOL INJ 10ML),83664,cloreto de sodio 20% (200 mg/ml) sol inj amp 10 ml,0.88,fuzz_token_set
CLORETO DE SODIO (9MG/ML SOL INJ 1000ML),83664,cloreto de sodio 20% (200 mg/ml) sol inj amp 10 ml,0.88,fuzz_token_set
CLORETO DE SODIO (9MG/ML SOL INJ IV 100ML)  ,86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.88,fuzz_token_set
CLORETO DE SODIO (9MG/ML SOL INJ IV 10ML)  ,86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.89,fuzz_token_set
CLORETO DE SODIO (9MG/ML SOL INJ IV 500ML),86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.88,fuzz_token_set
CLORETO DE SODIO (9MG/ML SOL INJ IV 50ML),86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.87,fuzz_token_set
CLORETO DE SODIO (9MG/ML SOL INJ IV FR SIST FECH 250ML),86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.81,fuzz_token_set
CLORETO DE SODIO + CLORETO DE POTÂ¿SSIO +CLORETO DE LIQUIDO ( SOL OFT 250ML),86942,"macrogol 3350 + bicarbonato de sodio + cloreto de sodio + cloreto de potassio 13,125 g + 0,1775 g + 0,3507 g + 0,0466 g env or 14 g (muvinlax)",0.69,fuzz_token_set
CLORETO DE SODIO + CLORETO DE POTÂ¿SSIO +CLORETO DE LIQUIDO ( SOL OFT 500ML),86942,"macrogol 3350 + bicarbonato de sodio + cloreto de sodio + cloreto de potassio 13,125 g + 0,1775 g + 0,3507 g + 0,0466 g env or 14 g (muvinlax)",0.69,fuzz_token_set
"CLORETO DE SODIO 0,9% SPRAY NASAL 150 ML BABY",86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.73,fuzz_token_set
"CLORETO DE SODIO 0,9% SPRAY NASAL 150 ML JATO FORTE",87116,"cloreto de sódio 6,0 mg/g gel nasal fr 30g",0.74,fuzz_token_set
CLORETO DE SODIO+CLORETO DE POTASSIO+CLORETO DE CA INJETAVEL (SOL INJ IV 500ML),86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.76,fuzz_token_set
CLORETO DE SODIO+GLICONATO DE SODIO+ACETATO DE SOD INJETAVEL (SOL INJ IV 500ML ),86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.76,fuzz_token_set
CLORETO DE SUXAMETONIO  (500MG  PO INJ IV/IM),87217,"suxametonio, cloreto de 100 mg po liof inj fa",0.83,fuzz_token_set
CLORETO DE SUXAMETONIO (100MG PO LIOFILO INJETAVEL),87217,"suxametonio, cloreto de 100 mg po liof inj fa",0.82,fuzz_token_set
CLOREXIDINA 2%  AQUOSA 100ML,84210,"clorexidina 0,2% solução aquosa 100ml",1.0,fuzz_token_set
"CLORIDRATO DE ALFENTANILA (0,544MG/ML SOLUCAO INJETAVEL 5ML) A1",86450,"alfentanila 0,544 mg/ml inj amp 5 ml",0.75,fuzz_token_set
CLORIDRATO DE AMBROXOL (3MG/ML XPE FR 100ML),86463,"ambroxol, cloridrato de 7,5 mg/ml sol or fr gts 50ml",0.8,fuzz_token_set
CLORIDRATO DE AMBROXOL (3MG/ML XPE FR 120ML),86463,"ambroxol, cloridrato de 7,5 mg/ml sol or fr gts 50ml",0.8,fuzz_token_set
CLORIDRATO DE AMIODARONA (100MG COMPRIMIDO),100370,"cianocobalamina 5000mcg, cloridrato de piridoxina 100mg, nitrato de tiamina 100mg com rev",0.81,fuzz_token_set
CLORIDRATO DE AMIODARONA (200MG COMPRIMIDO),86468,amiodarona 200 mg com,0.8,fuzz_token_set
CLORIDRATO DE AMITRIPTILINA (25MG COMPRIMIDO SIMPLES) (C1),86470,amitriptilina 25 mg com rev,0.77,fuzz_token_set
"CLORIDRATO DE ANEGRELIDA (0,5 MG CAP DURA)",86908,"levodopa + benserazida, cloridrato de hbs 100+25 mg cap dura lib prol",0.77,fuzz_token_set
"CLORIDRATO DE ASCIMINIBE (40MG COMPRIMIDO) ORAL
",116358,asciminibe cloridrato 40 mg com rev scemblix  ,0.83,fuzz_token_set
CLORIDRATO DE BENDAMUSTINA (100MG PO LIOFILO INJETAVEL IV ),86705,"escetamina, cloridrato de 50 mg/ml sol inj amp 10 ml im/ev (ketamin)",0.63,fuzz_token_set
CLORIDRATO DE BENSERAZIDA+LEVODOPA SOLIDO (125MG COMPRIMIDO P/ SUSPENSAO),86909,"levodopa + benserazida, cloridrato de bd 100 mg + 25 mg com",0.85,fuzz_token_set
CLORIDRATO DE BENSERAZIDA+LEVODOPA SOLIDO (125MG COMPRIMIDO),86909,"levodopa + benserazida, cloridrato de bd 100 mg + 25 mg com",0.86,fuzz_token_set
CLORIDRATO DE BENSERAZIDA+LEVODOPA SOLIDO (250MG COMPRIMIDO),86909,"levodopa + benserazida, cloridrato de bd 100 mg + 25 mg com",0.85,fuzz_token_set
"CLORIDRATO DE BROMEXINA LIQUIDO (0,8MG/ML XAROPE FRASCO 120ML + COPO DOSADOR) ",87380,"bromexina, cloridrato de 1,6 mg/ml xpe fr 120 ml adulto",0.74,fuzz_token_set
"CLORIDRATO DE BROMEXINA LIQUIDO (1,6MG/ML XAROPE FRASCO 120ML + COPO DOSADOR) ",87380,"bromexina, cloridrato de 1,6 mg/ml xpe fr 120 ml adulto",0.77,fuzz_token_set
