linha_produto,cod_item,desc_global,score,method
CLORIDRATO DE PAZOPANIBE SOLIDO (400MG CP),86645,cloreto de magnésio 500 mg (94 mg de magnésio elementar) cápsula,0.927910327911377,spacy
CLORIDRATO DE PETIDINA  (50MG/ML INJ 2ML ) A1,87286,valproato de sodio 50 mg/ml xpe fr 100 ml,0.9760439991950989,spacy
CLORIDRATO DE PILOCARPINA (20MG/ML SOL OFT 10ML),100269,"fluoxetina, cloridrato de 20 mg/ml (1ml=20gts) sol or gt fr 20 ml",0.9747525453567505,spacy
CLORIDRATO DE PIOGLITAZONA (30MG CPR SIMPLES),107024,fumarato de vonoprazana 20mg,0.9395927786827087,spacy
CLORIDRATO DE PROMETAZINA (200MG COMPRIMIDO),92912,divalproato de sodio 500 mg com,0.9728420376777649,spacy
CLORIDRATO DE PROMETAZINA (25MG/ML INJ 2ML),92960,isossorbida 10mg/ml 1ml,0.9611455202102661,spacy
CLORIDRATO DE PROMETAZINA+DIPIRONA MONOIDRATADA+ CLORIDRATO DE ADIFENINA ( 500+5+10MG CP),86762,"escitalopram, oxalato de 10 mg  com rev",0.8961190581321716,spacy
CLORIDRATO DE PROPAFENONA,108872,fixador de canula de traqueostomia adulto,0.9035898447036743,spacy
CLORIDRATO DE PROPAFENONA (300MG CP REVESTIDO),86645,cloreto de magnésio 500 mg (94 mg de magnésio elementar) cápsula,0.9237896203994751,spacy
CLORIDRATO DE PROPRANOLOL SOLIDO (10MG COMPRIMIDO),104444,fosfato de ruxolitinibe 10 mg com jakavi,0.9690504670143127,spacy
CLORIDRATO DE PROPRANOLOL SOLIDO (40MG COMPRIMIDO),92880,mesilato de osimertinibe 40 mg com rev tagrisso,0.9506278038024902,spacy
CLORIDRATO DE PROTAMINA INJETAVEL (10MG/ML SOLUCAO INJETAVEL 5ML),115780,propofol 10mg/ml sol inj amp 20ml,0.9665662050247192,spacy
CLORIDRATO DE REMIFENTANILA (2MG PO LIOF INJ ) A1,86471,amoxicilina + clavulanato de potássio 1 g + 200 mg po liof inj fa,0.9112558960914612,spacy
CLORIDRATO DE ROPIVACAINA  (10MG/ML INJ EPIDURAL 20ML),92960,isossorbida 10mg/ml 1ml,0.9778594970703125,spacy
CLORIDRATO DE ROPIVACAINA (10MG/ML SOL INJ IA FA 20ML),113736,propofol 10mg/ml sol inj fa 20ml,0.9412379264831543,spacy
CLORIDRATO DE ROPIVACAINA (2MG/ML INJ EPIDURAL 20ML),86517,"betametasona, fosfato dissodico + betametasona, acetato 3 mg/ml + 3 mg/ml sus inj amp 1 ml",0.9639416933059692,spacy
"CLORIDRATO DE ROPIVACAINA (7,5MG/ML INJ EPIDURAL 20ML)",86824,fosfato de potassio dibasico 2 meq/ml sol inj amp 10 ml,0.9697299599647522,spacy
CLORIDRATO DE SOTALOL 160MG,86645,cloreto de magnésio 500 mg (94 mg de magnésio elementar) cápsula,0.9445211887359619,spacy
"CLORIDRATO DE TIAMINA (100 MG/ML SOL INJ IM/IV 1ML)
",86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml,0.9543643593788147,spacy
CLORIDRATO DE TIAMINA SOLIDO (300MG COMPRIMIDO),92912,divalproato de sodio 500 mg com,0.9617106318473816,spacy
"CLORIDRATO DE TIROFIBANA (0,25MG/ML SOL  IV 50ML )",86615,hidralazina 20 mg/ml sol inj im/iv amp 1 ml,0.9536796808242798,spacy
CLORIDRATO DE TOPOTECANA (4MG PO LIOF SOL INJ IV FRASCO AMPOLA 4ML),87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9326522350311279,spacy
CLORIDRATO DE TRAMADOL  (100MG CP LIB PROLONGADA) A2,86645,cloreto de magnésio 500 mg (94 mg de magnésio elementar) cápsula,0.8708598017692566,spacy
CLORIDRATO DE TRAMADOL (100MG/ML SOL OR GTS 10ML) A2,86641,clonidina 150 mcg/ml sol inj amp 1ml embalagem esteril,0.964967668056488,spacy
CLORIDRATO DE TRAMADOL (50MG CAP ) A2,87265,tramadol 50 mg cap,0.897742748260498,spacy
CLORIDRATO DE TRAMADOL (50MG/ML SOL INJ AMP 1ML) ,83676,gentamicina 40 mg/ml sol inj amp 2ml,0.9719094634056091,spacy
CLORIDRATO DE TRAMADOL (50MG/ML SOL INJ IV/IM AMP 2ML) A2,86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml,0.9554888010025024,spacy
CLORIDRATO DE TRAMADOL (50MG/ML SOL INJ IV/IM/SC AMP 1ML) A2 ,86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml,0.9310951828956604,spacy
CLORIDRATO DE TRAMADOL (50MG/ML SOL INJ IV/IM/SC AMP 2ML) A2,86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml,0.9310951828956604,spacy
"CLORIDRATO DE TRAMADOL+PARACETAMOL (37,5+325MG CPR REV) A2",86940,"losartana potassica 50 mg + hidroclorotiazida 12,5 mg com rev",0.8839209675788879,spacy
CLORIDRATO DE TRAZODONA  (50MG CP) C1,92880,mesilato de osimertinibe 40 mg com rev tagrisso,0.868576169013977,spacy
"CLORIDRATO DE VALGANCICLOVIR (450MG COMPRIMIDO REVESTIDO)
",92912,divalproato de sodio 500 mg com,0.9699231386184692,spacy
CLORIDRATO DE VALGANCICLOVIR (450MG CPR REV),86474,amoxicilina + clavulanato de potássio 875 mg + 125 mg com rev ,0.9595783352851868,spacy
CLORIDRATO DE VANCOMICINA  (500MG PO LIOF INJ IV),86873,imipenem 500 mg + cilastatina 500 mg po liof inj iv fa,0.8990393280982971,spacy
CLORIDRATO DE VENLAFAXINA (75MG CAP) C1 ,86645,cloreto de magnésio 500 mg (94 mg de magnésio elementar) cápsula,0.914441704750061,spacy
"CLORMADINONA + ETINILESTRADIOL (2,00+0,03 MG COM REV)

",87223,"tansulosina 0,4 mg com rev lib prol",0.8978883028030396,spacy
CLORO RIO PASTILHA (DESINFETANTE) C/ 10,107404,"rede tubular elástica calibre 5,8 poolfix (caixa c/ 10mt)",0.7398872971534729,spacy
CLORO RIO PASTILHA (DESINFETANTE) C/150,88049,mascara alta concent 100% oxig c reservatorio e extencao adulto,0.6618387699127197,spacy
"CLORTALIDONA (12,5MG COMPRIMIDO)",86575,"carvedilol 12,5 mg com",0.9891616702079773,spacy
CLORTALIDONA (25MG COMPRIMIDO),86618,hidroclorotiazida 25 mg com,0.9836367964744568,spacy
CLORTALIDONA (50MG COMPRIMIDO),86900,lamotrigina 50 mg com,0.9854063391685486,spacy
CLOZAPINA (100MG COMPRIMIDO),86918,levotiroxina sodica 100 mcg com,0.9753809571266174,spacy
CLOZAPINA (25MG COMPRIMIDO),86618,hidroclorotiazida 25 mg com,0.9807270765304565,spacy
"COLAGENASE (0,6U/G POMADA DERMATOLOGICA BISNAGA 30G + ESPATULA PLASTICA)",87116,"cloreto de sódio 6,0 mg/g gel nasal fr 30g",0.9286473989486694,spacy
"COLAGENASE TOPICO ( 6UI+0,01G/G) ",86942,"macrogol 3350 + bicarbonato de sodio + cloreto de sodio + cloreto de potassio 13,125 g + 0,1775 g + 0,3507 g + 0,0466 g env or 14 g (muvinlax)",0.8830274343490601,spacy
COLECALCIFEROL (10000UI CAPSULA GELATINOSA MOLE) ,86943,magnesio + vitamina b3 cap ,0.6904489398002625,spacy
COLECALCIFEROL (1000UI COMPRIMIDO REVESTIDO),107340,pulseira vermelha com descrição - alergia,0.7693105936050415,spacy
COLECALCIFEROL (50000UI CAPSULA GELATINOSA MOLE),86943,magnesio + vitamina b3 cap ,0.6904489398002625,spacy
COLECALCIFEROL (7000UI CAPSULA GELATINOSA MOLE) ,86943,magnesio + vitamina b3 cap ,0.6904489398002625,spacy
COLECALCIFEROL (7000UI COMPRIMIDO REVESTIDO),107340,pulseira vermelha com descrição - alergia,0.7693105936050415,spacy
COLECALCIFEROL+RETINOL+OXIDO DE ZINCO TOPICO ( 5000UI/G+900UI/G+150MG/G POMADA),87033,nistatina 100.000 ui/g + óxido de zinco 200 mg/g pom derm bg 60g ,0.927544891834259,spacy
COLECALCIFEROL+RETINOL+OXIDO DE ZINCO TOPICO (1000UI/G+400UI/G+100MG/G POM),87033,nistatina 100.000 ui/g + óxido de zinco 200 mg/g pom derm bg 60g ,0.9407344460487366,spacy
COLETOR DE URINA,108872,fixador de canula de traqueostomia adulto,0.8789584040641785,spacy
"COLETOR PERF CORTANTE 1,5L AMARELO PREMI",111955,"alcool espuma universal 1,4l",0.8444285988807678,spacy
COLETOR PERF CORTANTE 13L AMARELO ECO,107628,pulseira verde com descrição - pouco urgente,0.62874835729599,spacy
COLETOR PERF CORTANTE 20L AMARELO ECO,87498,coletor urina sistema aberto 1200ml,0.641038715839386,spacy
COLETOR PERF CORTANTE 3L AMARELO ECO,92851,seringa desc 20ml conexao enfit,0.8817322254180908,spacy
COLETOR PERF CORTANTE 7L AMARELO ECO,107628,pulseira verde com descrição - pouco urgente,0.62874835729599,spacy
COLETOR PERF CORTANTE 7L AMARELO PREMI,116641,"kit de pequenos procedimentos uti esteril com um campo impermeavel, avental cirurgico e campo cirurgico simples ",0.6452369689941406,spacy
COLETOR RIGIDO PERF CORTANTE 13L AMARELO,116641,"kit de pequenos procedimentos uti esteril com um campo impermeavel, avental cirurgico e campo cirurgico simples ",0.7055761814117432,spacy
COLETOR RIGIDO PERF CORTANTE 7L AMARELO,116641,"kit de pequenos procedimentos uti esteril com um campo impermeavel, avental cirurgico e campo cirurgico simples ",0.7055761814117432,spacy
COLETOR RIGIDO QUIMIOTERAPIA 13L BRANCO,87498,coletor urina sistema aberto 1200ml,0.6846728324890137,spacy
COLETOR RIGIDO QUIMIOTERAPIA 7L BRANCO,87498,coletor urina sistema aberto 1200ml,0.6846728324890137,spacy
COLETOR UNIVERSAL 50ML C/PA TP BRANCA,87705,frasco p/ nutricao enteral 300ml esteril c/ lacre ,0.8489353060722351,spacy
COLETOR UNIVERSAL 80ML S/PA EST TP VERM,87725,especulo vaginal descartavel (tam: p) esteril s/ lubrificante,0.7788938879966736,spacy
"COLETOR URINA 1,2LSIST ABERTO GAR C/PRES",84269,escova cirurgica c/ clorexidina 2%,0.7633200287818909,spacy
COLETOR URINA 100ML INFANTIL UNISSEX,114686,nutren control 200ml,0.897242546081543,spacy
COLETOR URINA 24H 2L TRANSL S/ALCA GRAD,87726,especulo vaginal descartavel (tam: m) esteril s/ lubrificante,0.6996394395828247,spacy
COLETOR URINA 24H 3L TRANSL C/ALCA GRAD,87705,frasco p/ nutricao enteral 300ml esteril c/ lacre ,0.8667877912521362,spacy
COLETOR URINA 2L SIST ABERTO TIPO SACO,87498,coletor urina sistema aberto 1200ml,0.8278906345367432,spacy
COLETOR URINA 2L SIST FECHADO C/PONTO,87499,coletor urina sistema fechado c/ valvula anti refluxo 2000ml,0.8709185123443604,spacy
COLETOR URINA 2L SIST FECHADO S/PONTO,87499,coletor urina sistema fechado c/ valvula anti refluxo 2000ml,0.7655070424079895,spacy
COLETOR URINA 50ML ESTERIL GRADUADO,102952,frebini energy 500ml (sf),0.9112249612808228,spacy
COMPLEXO B INJETAVEL (SOL 12ML ) ,86670,complexo b sol inj 2 ml amp,0.8781257271766663,spacy
COMPRESSA GAZE 7.5X7.5 11F ESTERIL HERIKA,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.9082399606704712,spacy
COMPRESSA GAZE 7.5X7.5 11F ESTERIL LIVIA,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.8721333146095276,spacy
COMPRESSA GAZE 7.5X7.5 11F NÃO ESTERIL REBECCA,88153,cateter drenagem toraxica 10 fr drenozamm,0.7735109329223633,spacy
COMPRESSA GAZE 7.5X7.5 13F ESTERIL HERIKA,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.9082399606704712,spacy
COMPRESSA GAZE 7.5X7.5 13F ESTERIL LIVIA,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.8721333146095276,spacy
COMPRESSA GAZE 7.5X7.5 13F NAO ESTERIL KARINA,87484,"canula traqueostomia com balao n° 7,5",0.8207849860191345,spacy
COMPRESSA GAZE 7.5X7.5 9F ESTERIL HERIKA,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.9082399606704712,spacy
COMPRESSA GAZE 7.5X7.5 9F NAO ESTERIL KARINA,87484,"canula traqueostomia com balao n° 7,5",0.8207849860191345,spacy
COMPRESSA GAZE 7.5X7.5 9F NAO ESTERIL REBECCA,87484,"canula traqueostomia com balao n° 7,5",0.8184340596199036,spacy
CREME BARREIRA,84142,alcool opticare ihs gel hidratante 1400ml,0.6980048418045044,spacy
CREME BARREIRA - RIODERM PROTECTION 92 G,111278,gel condutor 250g,0.8398807644844055,spacy
DACARBAZINA (100MG PO LIOFILO INJETAVEL IV FRASCO-AMPOLA),86329,cetoprofeno 100 mg po liof iv fa,0.9412701725959778,spacy
DACARBAZINA (200MG PO LIOFILO INJETAVEL IV FRASCO-AMPOLA),86329,cetoprofeno 100 mg po liof iv fa,0.9310910701751709,spacy
DACARBAZINA (200MG PO LIOFILO PARA SOLUCAO INJETAVEL FRASCO-AMPOLA),86620,hidrocortisona 500 mg po liof sol inj fa,0.9166201949119568,spacy
DANTROLENO SODICO (20MG PO LIOFILO PARA SOLUCAO INJETAVEL IV FA + DILUENTE FA 60ML) ,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,0.9268084168434143,spacy
DAPTOMICINA (500MG PO LIOFILO PARA SOLUCAO INJETAVEL IV FRASCO-AMPOLA),102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,0.9290180206298828,spacy
DASATINIBE MONOIDRATADO,84142,alcool opticare ihs gel hidratante 1400ml,0.8251959085464478,spacy
DECITABINA (50MG PO LIOFILO PARA SOLUCAO INJETAVEL IV),102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,0.9102544784545898,spacy
DEFERASIROX  (500MG CP),101634,saccharomyces boulardii 200 mg cap,0.8941385746002197,spacy
DELAFLOXACINO MEGLUMINA (300MG PO LIOF SOL INFUS IV FA),102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,0.9915969967842102,spacy
DENOSUMABE,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.0,spacy
DESALEX,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.0,spacy
DESINFETANTE,83763,lubrificante hinge free instrumental,0.6884958148002625,spacy
DESINFETANTE HIPOCLORITO SODIO 1% 1L,84107,hipoclorito de sodio 1% 5l,0.8795655369758606,spacy
"DESLANOSIDEO INJETAVEL ( 0,2MG/ML INJ IV/IM 2ML)",87004,"morfina 0,2 mg/ml inj amp 1 ml embalagem esteril",0.9641449451446533,spacy
DESOGESTREL(75MCG COMPRIMIDO),86669,ferrocarbonila + associacao com (combiron folico),0.7938641905784607,spacy
"DESONIDA (0,5MG/G CREME 30 GRAMAS) ",101465,"cetoconazol 20mg/g + neomicina 2,5mg/g + betametasona 0,5 mg/g pom derm bg 30g",0.9736453890800476,spacy
DETERGENTE ENZIMATICO 4 ENZIMAS 1 LITRO,87421,ethibond 5 ag 4.7 1/2 tap (xymb46g),0.8942689895629883,spacy
DETERGENTE ENZIMATICO 4 ENZIMAS 5L,112443,"detergente neutro concentrado prolystica 3,78l",0.8418466448783875,spacy
DETERGENTE ENZIMATICO 4 ENZIMAS 750ML,112443,"detergente neutro concentrado prolystica 3,78l",0.8387979865074158,spacy
DETERGENTE ENZIMATICO 7 ENZIMAS 5 LITROS,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.9176815152168274,spacy
DETERGENTE ENZIMATICO PRATICZYME 1 LI,87361,caprofyl 5-0 ag 1.5 1/2 cil (cf202t),0.5268169641494751,spacy
DETERGENTE NEUTRO 1L,84245,detergente enzimatico prolystica ultraconcetrado 5l,0.9121851921081543,spacy
DETERGENTE NEUTRO 5L,84245,detergente enzimatico prolystica ultraconcetrado 5l,0.9121851921081543,spacy
"DEXAMETASONA (0,1MG/ML ELX FR 120 ML) ",86690,"dexametasona 0,1 mg/ml elixir fr 120 ml",0.9917454123497009,spacy
DEXAMETASONA (1MG/G CREM DERM BG 10G),86694,"dexametasona, acetato 1 mg/g crem derm bg 10 g ",0.9980570673942566,spacy
"DEXAMETASONA (1MG/G POM OFT 3,5G)",86846,"retinol, acetato de + aminoacidos + metionina + cloranfenicol 10.000 ui/g + 25 mg/g + 5 mg/g + 5 mg/g pom oft 3,5 g (regencel)",0.9628399610519409,spacy
DEXAMETASONA (1MG/ML SUSPENSAO OFTALMICA ESTERIL 5ML),116669,omalizumabe 150 mg/ml ser preenc 1 ml omlyclo,0.9707028865814209,spacy
DEXAMETASONA (2MG/ML SOLUCAO INJETAVEL 1ML),110280,dipiridamol 5mg/ml sol inj amp 2ml,0.985535204410553,spacy
DEXAMETASONA (4MG COMPRIMIDO) ,86693,dexametasona 4 mg com,1.0,spacy
DEXPANTENOL (50MG/G GEL OFTALMICO 10 GRAMAS) ,86710,diclofenaco dietilamônio 10 mg/g gel crem bg 60g,0.971253514289856,spacy
DEXTRANA+HIPROMELOSE LIQUIDO ( 4MG/ML SOL OFT 15 ML),87252,tobramicina 3 mg/ml sol oft 5 ml,0.9839479327201843,spacy
DIACEREINA (50MG CAPSULA),92930,mirabegrona 50mg myrbetric,0.971728503704071,spacy
DIAZEPAM (10MG COMPRIMIDO) B1,86502,baclofeno 10 mg com,0.9625935554504395,spacy
DIAZEPAM (10MG/ML SOLUCAO INJETAVEL 2ML) B1,113736,propofol 10mg/ml sol inj fa 20ml,0.9894165396690369,spacy
DIAZEPAM (5MG COMPRIMIDO) B1,86483,anlodipino 5 mg com,0.9620422124862671,spacy
DIAZEPAM (5MG ENVELOPE) B1,111003, perindopril arginina 5mg - acertil,0.9257041811943054,spacy
DIAZEPAM (5MG/ML SOLUCAO INJETAVEL 2ML) B1,110280,dipiridamol 5mg/ml sol inj amp 2ml,0.9860033392906189,spacy
DICLOFENACO SODICO (25MG/ML SOLUCAO INJETAVEL 3ML),113736,propofol 10mg/ml sol inj fa 20ml,0.979263961315155,spacy
DICLOFENACO SODICO (50MG COMPRIMIDO),86924,levotiroxina sodica 50 mcg com,0.9866548180580139,spacy
DICLORIDRATO DE BETAISTINA (16MG COMPRIMIDO SIMPLES),86825,fosfato de ruxolitinibe 20 mg com jakavi,0.9445387125015259,spacy
DICLORIDRATO DE BETAISTINA (24MG COMPRIMIDO SIMPLES) ,86825,fosfato de ruxolitinibe 20 mg com jakavi,0.9173791408538818,spacy
DICLORIDRATO DE CAPMATINIBE MONOIDRATADO (150MG COMPRIMIDO),92912,divalproato de sodio 500 mg com,0.975020706653595,spacy
DICLORIDRATO DE CAPMATINIBE MONOIDRATADO (200MG COMPRIMIDO),92912,divalproato de sodio 500 mg com,0.9796653389930725,spacy
DICLORIDRATO DE FLUNARIZINA (10MG COMPRIMIDO) ,104444,fosfato de ruxolitinibe 10 mg com jakavi,0.9920410513877869,spacy
DICLORIDRATO DE HIDROXIZINA (2MG/ML SOL OR FR 100ML),86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.9920351505279541,spacy
DICLORIDRATO DE HIDROXIZINA (2MG/ML SOL OR FR 120ML),86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.978286623954773,spacy
DICLORIDRATO DE TRIMETAZIDINA  (35MG CP),86683,divalproato de sodio 125 sprinkle mg cap,0.8787386417388916,spacy
DICLORIDRATO DE TRIMETAZIDINA  (CAP LP 80MG),92961,trimetazidina dicloridrato 80 mg lp,0.9133306741714478,spacy
DIFENIDRAMINA (50MG/ML SOLUCAO INJETAVEL AMPOLA 1ML),83676,gentamicina 40 mg/ml sol inj amp 2ml,0.9918150305747986,spacy
"DIGLICONATO DE CLOREXIDINA (0,12% 250ML)",116956,canula shiley de traqueostomia pediatrica com cuff 6.0,0.8413257002830505,spacy
"DIGLICONATO DE CLOREXIDINA (0,2% AQUOSA 1000ML)",84213,"clorexidina aquosa 0,2% 1000ml",0.9521995782852173,spacy
"DIGLICONATO DE CLOREXIDINA (0,2% AQUOSA 100ML)",84213,"clorexidina aquosa 0,2% 1000ml",0.9521995782852173,spacy
"DIGLICONATO DE CLOREXIDINA (0,5% ALCOOLICA 100ML AZUL)",84212,"clorexidina alcoolica 0,5% 100ml",0.9375404119491577,spacy
"DIGLICONATO DE CLOREXIDINA (0,5% ALCOOLICA 100ML)",84212,"clorexidina alcoolica 0,5% 100ml",0.9476152658462524,spacy
DIGLICONATO DE CLOREXIDINA (1% AQUOSO 100ML),87250,tisseel lyo selante de fibrina 2 ml,0.9156031608581543,spacy
DIGLICONATO DE CLOREXIDINA (2% ALCOOLICA 1000ML),104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,0.9671359658241272,spacy
DIGLICONATO DE CLOREXIDINA (2% ALCOOLICA 100ML),104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,0.9671359658241272,spacy
DIGLICONATO DE CLOREXIDINA (2% ALCOOLICA 1ML),104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,0.9671359658241272,spacy
DIGLICONATO DE CLOREXIDINA (2% ALCOOLICA 30ML),84107,hipoclorito de sodio 1% 5l,0.8403332233428955,spacy
DIGLICONATO DE CLOREXIDINA (2% DEGERMANTE 1000ML),104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,0.9632652997970581,spacy
DIGLICONATO DE CLOREXIDINA (2% DEGERMANTE 100ML),104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,0.9632652997970581,spacy
DIGLICONATO DE CLOREXIDINA (2% DEGERMANTE 30ML),84107,hipoclorito de sodio 1% 5l,0.8262715935707092,spacy
DIGLICONATO DE CLOREXIDINA (2% TINTURA 100ML) ,87250,tisseel lyo selante de fibrina 2 ml,0.9646865129470825,spacy
DIGLICONATO DE CLOREXIDINA (2% TINTURA 30ML) ,84107,hipoclorito de sodio 1% 5l,0.8174843192100525,spacy
DIGLICONATO DE CLOREXIDINA (4% DEGERMANTE 1000ML),104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,0.9737093448638916,spacy
DIGLICONATO DE CLOREXIDINA (4% DEGERMANTE 100ML),104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,0.9737093448638916,spacy
DIGLICONATO DE CLOREXIDINA (CLOREXIDINA 2% AQUOSA 30ML),84107,hipoclorito de sodio 1% 5l,0.8680265545845032,spacy
DIGLICONATO DE CLOREXIDINA (RIO HANDS SCRUB DESINFECTANTE 1250ML),88210,coletor de urina sistema fechado neo natal,0.6675427556037903,spacy
DIGLICONATO DE CLOREXIDINA MEDICAMENTO,87195,sorbitol + laurilsulfato de sodio (minilax),0.9305493831634521,spacy
"DIGOXINA (0,25MG COMPRIMIDO)",86453,"alprazolam 0,25 mg com",0.9888573884963989,spacy
DIMENIDRINATO+CLORIDRATO DE PIRIDOXINA (B6  25+5MG/ML SOL OR 20ML ),87041,nitroprussiato de sodio 25 mg/ml sol inj amp 2 ml,0.9598423838615417,spacy
DIMENIDRINATO+CLORIDRATO DE PIRIDOXINA (B6 100MG/ML SOL INJ IM 1ML ),86641,clonidina 150 mcg/ml sol inj amp 1ml embalagem esteril,0.9500522613525391,spacy
DIMENIDRINATO+PIRIDOXINA+GLICOSE+FRUTOSE INJETAVEL (B6 DL SOL INJ IV 10ML),86641,clonidina 150 mcg/ml sol inj amp 1ml embalagem esteril,0.8908143043518066,spacy
DIMESILATO DE LISDEXANFETAMINA (30MG CX30CP) (A3),107024,fumarato de vonoprazana 20mg,0.8894829750061035,spacy
DIMETILSULFOXIDO DE TRAMETINIBE SOLIDO (2MG COMPRIMIDO) ORAL,86826,fosfato de ruxolitinibe 5 mg com jakavi,0.9413926005363464,spacy
DIOSMINA+HESPERIDINA (900 + 100MG CP REV ),111962,acalabrutinibe 100 mg comp rev - calquence ,0.9264979958534241,spacy
DIOSMINA+HESPERIDINA SOLIDO (500MG COMPRIMIDO),87100,paracetamol 500 mg com,0.9700755476951599,spacy
DIPIRONA (500MG/ML SOLUÂ¿Â¿O INJETÂ¿VEL 2ML),101241,paracetamol s/cor gts 140mg/ml 15ml,0.8902568221092224,spacy
DIPIRONA MONOIDRATADA  (500MG/ML SOL OR 10ML),86906,levetiracetam 100 mg/ml sol or fr 150 ml,0.9736209511756897,spacy
DIPIRONA MONOIDRATADA (1000MG CP),87082,palbociclibe 125 mg cap dura ibrance,0.8925088047981262,spacy
DIPIRONA MONOIDRATADA (500MG CP VP),86409,aciclovir 250 mg inj fa,0.8932932019233704,spacy
DIPIRONA MONOIDRATADA LIQUIDO  (50MG/ML SOL OR 100ML),83666,dipirona 50 mg/ml sol or fr 100 ml,0.9772460460662842,spacy
DIPIRONA MONOIDRATADA LIQUIDO ( 500MG/ML SOL OR 20ML VP) ,86906,levetiracetam 100 mg/ml sol or fr 150 ml,0.9714313745498657,spacy
"DIPIRONA+ADIFENINA+PROMETAZINA (500+10+5)MG/1,5ML SOL OR FR GOT 15ML)",86637,"clonazepam 2,5 mg/ml sol or fr got 20 ml ",0.9623934626579285,spacy
DIPIRONA+CLORIDRATO DE ADIFENINA+CLORIDRATO DE PROMETAZINA (500MG +10MG+5MG CP),111420,cloridrato de metformina+dapagliflozina (1000mg + 5mg),0.9783302545547485,spacy
DIPROPIONATO DE BECLOMETASONA INALATORIO (50MCG/DOSE SUSPENSAO TOPICA FRASCO 200 DOSES),101457,beclometasona + formoterol 100mcg/6mcg 120 doses,0.8445850014686584,spacy
DIPROPIONATO DE BETAMETASONA+FOSFATO DISSODICO DE  INJETAVEL (5+2MG/ML INJ 1ML),104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,0.9525328278541565,spacy
DIPROPIONATO DE BETAMETASONA+SULFATO DE GENTAMICINA,108872,fixador de canula de traqueostomia adulto,0.9039775133132935,spacy
DISP INCONTINENCIA URINARIA MASC N.EST G,87951,dispositivo p/ incontinencia urinaria c/ preservativo tamanho g e extensor,0.8141966462135315,spacy
DISP TRANSF SOL PONTA DUPLA (TRANSOFIX),87942,equipo enteral bic 402112pl - ponta lanceta,0.6333062648773193,spacy
DITOSILATO DE LAPATINIBE SOLIDO  (250MG COMPRIMIDO),92912,divalproato de sodio 500 mg com,0.9731511473655701,spacy
DIU COBRE S/HORM CLASSIC CU380,87835,seringa descartavel s/ agulha 20ml s/ rosca luer slip,0.7268037796020508,spacy
DIU COBRE S/HORM COMFORT MINI CU375,87546,seringa descartavel s/ agulha 05ml c/ rosca (luer lock),0.6939882040023804,spacy
DIU COBRE/PRATA S/HORM CU380AG,87835,seringa descartavel s/ agulha 20ml s/ rosca luer slip,0.7226377725601196,spacy
DIU COBRE/PRATA S/HORM MINI CU380AG,87835,seringa descartavel s/ agulha 20ml s/ rosca luer slip,0.7162579298019409,spacy
DIVALPROATO DE SODIO (250MG COMPRIMIDO) (C1),92912,divalproato de sodio 500 mg com,0.9625164866447449,spacy
DIVALPROATO DE SODIO (500 MG COMPRIMIDO) (C1),92912,divalproato de sodio 500 mg com,0.9676989912986755,spacy
DOCETAXEL ( 20MG/ML  IV 4ML ),87206,sulfametoxazol 80 mg/ml + trimetoprima 16 mg/ml sol inj iv amp 5 ml,0.9754442572593689,spacy
DOCETAXEL (20MG/ML INJ IV 1ML),87206,sulfametoxazol 80 mg/ml + trimetoprima 16 mg/ml sol inj iv amp 5 ml,0.9754443764686584,spacy
