linha_produto,principio_ativo,n_skus,marcas,cod_item_fuzz_token_set,desc_fuzz_token_set,fuzz_token_set,cod_item_fuzz_token_sort,desc_fuzz_token_sort,fuzz_token_sort,cod_item_fuzz_wratio,desc_fuzz_wratio,fuzz_wratio,cod_item_tfidf,desc_tfidf,tfidf,cod_item_spacy,desc_spacy,spacy,score_mean,score_max,score_std,best_method,best_cod_item,best_desc_global
CINARIZINA (75MG COMPRIMIDO),CINARIZINA,1,['BRAINFARMA'],87239,tiamina 300 mg com,0.65,92944, flunarizina 10mg ,0.63,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,92944, flunarizina 10mg ,0.4898041523799333,86925,levotiroxina sodica 75 mcg com,0.9902384281158447,0.7240085160991556,0.9902384281158447,0.19908452682557828,spacy,86925,levotiroxina sodica 75 mcg com
AGOMELATINA (25MG COMPRIMIDO REVESTIDO),AGOMELATINA,1,['SERVIER'],102396,nexium 20mg comprimido revestido,0.73,102396,nexium 20mg comprimido revestido,0.69,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,102396,nexium 20mg comprimido revestido,0.3618844319990649,86618,hidroclorotiazida 25 mg com,0.9771723747253418,0.7238113613448813,0.9771723747253418,0.23179288060140982,spacy,86618,hidroclorotiazida 25 mg com
CLORIDRATO DE MIDAZOLAM INJETAVEL (5MG/ML INJ IV/IM/RET 10ML) B1,CLORIDRATO DE MIDAZOLAM,3,"['CRISTALIA', 'HIPOLABOR']",86995,midazolam 5 mg/ml sol inj amp 3 ml,0.68,86705,"escetamina, cloridrato de 50 mg/ml sol inj amp 10 ml im/ev (ketamin)",0.6,108044,ravulizumabe 100 mg/ml fa 3 ml ultomiris,0.86,115305,midazolam 1 mg/ml sol inj amp 5 ml,0.5518946474701453,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9270400404930115,0.7237869375926314,0.9270400404930115,0.16328907146138266,spacy,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml
"FITA MICROPOROSA 5,0 X10 BRANCA ADPELE",PRODUTOS PARA SAUDE,1,['MISSNER'],87522,fita microporosa hipoalergênica 50mm x 10m,0.75,87522,fita microporosa hipoalergênica 50mm x 10m,0.65,86874,"imunoglobulina g 0,1 g/ml sol inj fras 50 ml endobulin kiovig",0.86,102367,fita microporosa esteril 50mm x 20cm com 3 un,0.5131225830298803,117384,"catgut cromado 0 ag 3,5cm (cc0mr35r)",0.8458032608032227,0.7237851687666206,0.86,0.14487329685624728,fuzz_wratio,86874,"imunoglobulina g 0,1 g/ml sol inj fras 50 ml endobulin kiovig"
CLORIDRATO DE CIPROFLOXACINO+ HIDROCORTISONA LIQUIDO (2+10MG/ML SUS OTO 5ML),CLORIDRATO DE CIPROFLOXACINO+ HIDROCORTISONA,2,['FQM'],86623,ciprofloxacino 2 mg/ml sol inj bols 200 ml,0.66,86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.59,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.86,86626,ciprofloxacino 500 mg com rev,0.5300131294588569,87405,"neomicina, sulfato de + polimixina b, sulfato de + hidrocortisona 5 mg/ml + 10.000 ui/ml + 10 mg/ml susp oto fr 10 ml",0.9744030237197876,0.7228832306357289,0.9744030237197876,0.18766615595339364,spacy,87405,"neomicina, sulfato de + polimixina b, sulfato de + hidrocortisona 5 mg/ml + 10.000 ui/ml + 10 mg/ml susp oto fr 10 ml"
SONDA URETRAL,PRODUTOS PARA SAUDE,7,['MEDSONDA'],87616,sonda uretral em pvc siliconizada n° 12,1.0,87616,sonda uretral em pvc siliconizada n° 12,0.51,87616,sonda uretral em pvc siliconizada n° 12,0.9,87615,sonda uretral em pvc siliconizada n° 10,0.6445382436895142,87957,dispositivo intra uterino (diu) omega 375  pequeno,0.5596352815628052,0.7228347050504639,1.0,0.2157957030511082,fuzz_token_set,87616,sonda uretral em pvc siliconizada n° 12
AGULHA DESC 40X12 C/DISP SEG,PRODUTOS PARA SAUDE,3,"['SR', 'VENPER']",87446,agulha descartavel 40x12 s/ dispositivo de segurança,0.68,87446,agulha descartavel 40x12 s/ dispositivo de segurança,0.68,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87446,agulha descartavel 40x12 s/ dispositivo de segurança,0.5628390257000355,87550,seringa descartavel s/ agulha 50ml c/ rosca ,0.8291924595832825,0.7224062970566637,0.86,0.12185402511318237,fuzz_wratio,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp"
BICALUTAMIDA (50MG COMPRIMIDO REVESTIDO),BICALUTAMIDA,4,"['ACCORD', 'BLAU', 'EUROFARMA ONCO']",102396,nexium 20mg comprimido revestido,0.75,102396,nexium 20mg comprimido revestido,0.64,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,102396,nexium 20mg comprimido revestido,0.37250379064119304,86345,cilostazol 50 mg com,0.9894428849220276,0.7223893351126441,0.9894428849220276,0.23464043723452818,spacy,86345,cilostazol 50 mg com
FITA HIPOALERGÃNICA MICROPORE,PRODUTOS PARA SAUDE,8,['3M'],87522,fita microporosa hipoalergênica 50mm x 10m,0.76,87522,fita microporosa hipoalergênica 50mm x 10m,0.76,88058,"fita médica suave hipoalergênica branco 50mm x 4,0m",0.86,87522,fita microporosa hipoalergênica 50mm x 10m,0.6074148954092453,87751,capa para microscópio cirúrgico ccom visor,0.6238412857055664,0.7222512362229623,0.86,0.105707809299753,fuzz_wratio,88058,"fita médica suave hipoalergênica branco 50mm x 4,0m"
LAMINA BISTURI 15 ACO INOX,PRODUTOS PARA SAUDE,1,['DESCARPACK'],87772,lamina de bisturi carbonada nº 15 feather,0.79,87716,lamina de bisturi carbonada n° 15,0.66,87020,natalizumabe 20 mg/ml sol inj fa 15 ml tysabri,0.86,87716,lamina de bisturi carbonada n° 15,0.6038570253647422,101122,cateter medtronic quick set cânula 6mm tubo 60cm caixa com 10 unidades mmt-399a,0.6973839998245239,0.7222482050378533,0.86,0.10256144730307062,fuzz_wratio,87020,natalizumabe 20 mg/ml sol inj fa 15 ml tysabri
AVENTAL MANG LONG C/ELAST 40G TNT BRANCO,PRODUTOS PARA SAUDE,2,"['DEJAMARO', 'MEDIX']",84154,avental de tnt manga longa com punho 30g,0.72,84154,avental de tnt manga longa com punho 30g,0.72,110444,pulseira de identificação adulto/infantil kit c/498 pulseiras - pu00011 teclabel,0.86,84154,avental de tnt manga longa com punho 30g,0.489816455523092,106547,whey protein isolado sache c/10g,0.821341872215271,0.7222316655476726,0.86,0.14390077966820197,fuzz_wratio,110444,pulseira de identificação adulto/infantil kit c/498 pulseiras - pu00011 teclabel
SERINGA DESC 10ML S/AG LSLIP EPIDURAL,PRODUTOS PARA SAUDE,1,['SR'],87687,seringa de vidro 10ml,0.73,87550,seringa descartavel s/ agulha 50ml c/ rosca ,0.67,102394,curativo aquacel ag + alginato de prata 15cm x15cm (ref: 413568),0.86,87698,cateter epidural 16g,0.42100778845134,87835,seringa descartavel s/ agulha 20ml s/ rosca luer slip,0.9278928637504578,0.7217801304403595,0.9278928637504578,0.19672311826727532,spacy,87835,seringa descartavel s/ agulha 20ml s/ rosca luer slip
SONDA NASOGASTRICA,PRODUTOS PARA SAUDE,15,['MEDSONDA'],87609,sonda nasogastrica longa em pvc siliconizada n° 18,1.0,87609,sonda nasogastrica longa em pvc siliconizada n° 18,0.54,87609,sonda nasogastrica longa em pvc siliconizada n° 18,0.9,87605,sonda nasogastrica longa em pvc siliconizada n° 10,0.664399640361571,100377,adaptador de sonda enteral seringa,0.504045307636261,0.7216889895995664,1.0,0.21960963419013668,fuzz_token_set,87609,sonda nasogastrica longa em pvc siliconizada n° 18
ALPELISIBE (200MG COMPRIMIDO REVESTIDO) ,ALPELISIBE,1,['NOVARTIS'],102396,nexium 20mg comprimido revestido,0.76,102396,nexium 20mg comprimido revestido,0.65,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,102396,nexium 20mg comprimido revestido,0.360020796303902,86401,"abiraterona, acetato 250 mg com zytiga",0.9777523279190063,0.7215546248445817,0.9777523279190063,0.23564231652512396,spacy,86401,"abiraterona, acetato 250 mg com zytiga"
ACETILCISTEINA (200MG GRANULADO ENVELOPE 5G SABOR LARANJA) VP,ACETILCISTEINA,1,['EMS'],86407,acetilcisteína 600 mg gran env,0.64,83642,acetilcisteina 200 mg gran env,0.63,84947,fortini plus sem sabor,0.86,83642,acetilcisteina 200 mg gran env,0.5375053446539295,87014,mucopolissacarideo 5 mg/g gel bisn 40g,0.9400089979171753,0.721502868514221,0.9400089979171753,0.17014476580661061,spacy,87014,mucopolissacarideo 5 mg/g gel bisn 40g
"FITA MICROPOROSA 5,0X10 BEGE",PRODUTOS PARA SAUDE,1,['CIEX'],87522,fita microporosa hipoalergênica 50mm x 10m,0.73,87522,fita microporosa hipoalergênica 50mm x 10m,0.63,86604,"golimumabe 50 mg sol inj ser preenc 0,5 ml simponi",0.86,102367,fita microporosa esteril 50mm x 20cm com 3 un,0.5732504478874062,107403,"rede tubular elástica calibre 5,5 poolfix (caixa c/ 10mt)",0.814248263835907,0.7214997423446625,0.86,0.12063055183682504,fuzz_wratio,86604,"golimumabe 50 mg sol inj ser preenc 0,5 ml simponi"
SONDA URETRAL NR.08,PRODUTOS PARA SAUDE,1,['MEDSONDA'],87614,sonda uretral em pvc siliconizada n° 08,0.91,87614,sonda uretral em pvc siliconizada n° 08,0.63,87778,sonda de gastrostomia g-tube 24fr,0.86,87614,sonda uretral em pvc siliconizada n° 08,0.6197805316664338,87553,sonda aspiracao traqueal siliconizada n° 08,0.5877037048339844,0.7214968473000836,0.91,0.15110844515489313,fuzz_token_set,87614,sonda uretral em pvc siliconizada n° 08
GLICOSE (5% SOLUCAO INJETAVEL IV 250ML),GLICOSE,1,['FRESENIUS'],86720,dimenidrinato + piridoxina + glicose + frutose 3 mg + 5 mg + 100 mg + 100 mg inj iv 10 ml amp,0.76,83677,glicose 50% (500 mg/ml) sol inj amp 10 ml,0.66,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.86,83677,glicose 50% (500 mg/ml) sol inj amp 10 ml,0.6367494355074088,87354,pds ii 6-0 ag 1.3 3/8 cil (z127h),0.6899415254592896,0.7213381921933396,0.86,0.09031225635028454,fuzz_wratio,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent
COLETOR RIGIDO QUIMIOTERAPIA 7L BRANCO,PRODUTOS PARA SAUDE,2,['DESCARPACK'],84219,coletor rigido plastico p/ residuos quimioterapicos 7l,0.75,84219,coletor rigido plastico p/ residuos quimioterapicos 7l,0.66,83888,saco lixo hospitalar 100 lt branco 75 x 105  reforcad cdb154,0.86,84219,coletor rigido plastico p/ residuos quimioterapicos 7l,0.6519225140305815,87498,coletor urina sistema aberto 1200ml,0.6846728324890137,0.7213190693039191,0.86,0.08656479241170012,fuzz_wratio,83888,saco lixo hospitalar 100 lt branco 75 x 105  reforcad cdb154
DIPIRONA+CLORIDRATO DE ADIFENINA+CLORIDRATO DE PROMETAZINA (500MG +10MG+5MG CP),DIPIRONA+CLORIDRATO DE ADIFENINA+CLORIDRATO DE PROMETAZINA,1,['LEGRAND'],111420,cloridrato de metformina+dapagliflozina (1000mg + 5mg),0.7,100370,"cianocobalamina 5000mcg, cloridrato de piridoxina 100mg, nitrato de tiamina 100mg com rev",0.67,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,86859,prometazina 25 mg/ml sol inj im amp 2 ml,0.3964979674033202,111420,cloridrato de metformina+dapagliflozina (1000mg + 5mg),0.9783302545547485,0.7209656443916137,0.9783302545547485,0.22016097699583886,spacy,111420,cloridrato de metformina+dapagliflozina (1000mg + 5mg)
INSULINA HUMANA (100UI/ML SUSPENSAO INJETAVEL SC FRASCO-AMPOLA 10ML),INSULINA ISOFANA,3,"['ASPEN PHARMA', 'BIOCON BIOLOGICS', 'BIOMM']",83682,insulina humana nph 100 ui/ml sus inj fa 10 ml,0.68,83682,insulina humana nph 100 ui/ml sus inj fa 10 ml,0.66,108044,ravulizumabe 100 mg/ml fa 3 ml ultomiris,0.86,83682,insulina humana nph 100 ui/ml sus inj fa 10 ml,0.49983352915534957,86641,clonidina 150 mcg/ml sol inj amp 1ml embalagem esteril,0.9039380550384521,0.7207543168387603,0.9039380550384521,0.16363346082483465,spacy,86641,clonidina 150 mcg/ml sol inj amp 1ml embalagem esteril
FITA AUTOCLAVE 19X30,PRODUTOS PARA SAUDE,2,"['CIEX', 'MISSNER']",84332,fita p/ autoclave 19mm x 30m (cx c/ 48 und),0.82,84332,fita p/ autoclave 19mm x 30m (cx c/ 48 und),0.64,88058,"fita médica suave hipoalergênica branco 50mm x 4,0m",0.86,84332,fita p/ autoclave 19mm x 30m (cx c/ 48 und),0.5930207731462749,83899,saco plastico transparente 24x35x10,0.6901612877845764,0.7206364121861701,0.86,0.11512172655138898,fuzz_wratio,88058,"fita médica suave hipoalergênica branco 50mm x 4,0m"
CEFOTAXIMA SODICA (1G PO SOL INJ IV/IM),CEFOTAXIMA SODICA,1,['FRESENIUS'],83653,ceftriaxona sodica 1 g iv/im po liof inj fa,0.78,83653,ceftriaxona sodica 1 g iv/im po liof inj fa,0.72,86318,ceftazidima + avibactam 2000 mg + 500 mg po liof inj fa (torgena),0.86,86586,cefoxitina sódica 1 g po liof inj fa,0.32736752466493124,83653,ceftriaxona sodica 1 g iv/im po liof inj fa,0.9155101180076599,0.7205755285345182,0.9155101180076599,0.23215448023118262,spacy,83653,ceftriaxona sodica 1 g iv/im po liof inj fa
TENOCXICAM 40MG,TENOXICAM,1,['EUROFARMA'],87230,tenoxicam 20 mg com rev,0.68,87230,tenoxicam 20 mg com rev,0.68,92908,sulfametoxazol + trimetoprima 200 mg + 40mg/5ml sus or fr 100 ml ,0.86,87230,tenoxicam 20 mg com rev,0.40218973828114973,92930,mirabegrona 50mg myrbetric,0.9806461930274963,0.7205671862617293,0.9806461930274963,0.21893959891500525,spacy,92930,mirabegrona 50mg myrbetric
GANCICLOVIR SODICO (500MG PO LIOFILIZADO PARA SOLUCAO PARA INFUSAO),GANCICLOVIR SODICO,2,"['EUROFARMA', 'UNIAO QUIMICA']",86596,ganciclovir sodico 1 mg/ml sol inj bols 500 ml (500mg),0.67,86596,ganciclovir sodico 1 mg/ml sol inj bols 500 ml (500mg),0.62,110761,imunoglobulina 100 mg/ml - imunoglobulina a 10% solução para perfusão para administração por via subcutânea fa 50ml - hyqvia,0.86,86596,ganciclovir sodico 1 mg/ml sol inj bols 500 ml (500mg),0.6048503911553657,86407,acetilcisteína 600 mg gran env,0.8471522927284241,0.720400536776758,0.86,0.12402251389830342,fuzz_wratio,110761,imunoglobulina 100 mg/ml - imunoglobulina a 10% solução para perfusão para administração por via subcutânea fa 50ml - hyqvia
AZUL DE CRESIL BRILHANTE 100ML,PRODUTO PARA LABORATORIO,1,['NEWPROV'],87710,verde brilhante 100 mg/ml amp 1 ml esteril,0.67,87710,verde brilhante 100 mg/ml amp 1 ml esteril,0.64,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,87710,verde brilhante 100 mg/ml amp 1 ml esteril,0.4987011422288062,87687,seringa de vidro 10ml,0.9331755042076111,0.7203753292872834,0.9331755042076111,0.17529708760033266,spacy,87687,seringa de vidro 10ml
PERINDOPRIL ARGININA;INDAPAMIDA;BESILATO DE ANLODIPINO,PERINDOPRIL ARGININA,1,['SERVIER'],111003, perindopril arginina 5mg - acertil,0.77,111003, perindopril arginina 5mg - acertil,0.53,92737,indicador de limpeza atp,0.86,111003, perindopril arginina 5mg - acertil,0.5505687891517854,88159,lenco removedor de curativos ,0.8905724287033081,0.7202282435710188,0.8905724287033081,0.1702950587712388,spacy,88159,lenco removedor de curativos 
MESNA (100MG/ML SOLUCAO INJETAVEL IV AMPOLA 4ML),MESNA,3,"['BLAU', 'EUROFARMA ONCO']",106331,etilefrina 10mg/ml sol inj amp 1ml,0.81,106331,etilefrina 10mg/ml sol inj amp 1ml,0.72,87281,ustequinumabe 90 mg sol inj ser preenc 1 ml stelara,0.86,87238,tiamina 100 mg/ml sol inj 1 ml amp,0.23877386501029801,86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml,0.9721127152442932,0.7201773160509183,0.9721127152442932,0.2840947275910217,spacy,86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml
DICLORIDRATO DE CAPMATINIBE MONOIDRATADO (150MG COMPRIMIDO),DICLORIDRATO DE CAPMATINIBE MONOIDRATADO,1,['NOVARTIS'],86679,dasatinibe monoidratado 100 mg com sprycel,0.7,108715,dasatinibe monoidratrado 100 mg com rev generico,0.61,106834,belzutifano 40 mg com rev  welireg,0.86,111044,dasatinibe monoidratado 20 mg com rev generico,0.4515393540782559,92912,divalproato de sodio 500 mg com,0.975020706653595,0.7193120121463702,0.975020706653595,0.2056722590642606,spacy,92912,divalproato de sodio 500 mg com
CLOZAPINA (100MG COMPRIMIDO),CLOZAPINA,1,['CRISTALIA'],87050,olanzapina 10 mg com rev,0.74,86338,ciclobenzaprina 10 mg com rev,0.67,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,87051,"olanzapina 2,5 mg com",0.3507982970124849,86918,levotiroxina sodica 100 mcg com,0.9753809571266174,0.7192358508278205,0.9753809571266174,0.23665714183814623,spacy,86918,levotiroxina sodica 100 mcg com
TUBO ENDOTRAQUEAL,PRODUTOS PARA SAUDE,17,['SOLIDOR'],88215,guia para introdução de sonda endotraqueal tipo bougie descartavel esteril tam adulto 15f,0.83,103580,fixador de tubo orotraqueal velcro adulto,0.55,83931,tubo de aspiracao esteril pc c/ 2mt colig asp un asp vac cri ref 674170,0.86,87569,"sonda endotraqueal com balao n° 5,0",0.6673766881106495,87913,sistema de drenagem pneumotorax 14fr dreno,0.686625599861145,0.718800457594359,0.86,0.12696049486840144,fuzz_wratio,83931,tubo de aspiracao esteril pc c/ 2mt colig asp un asp vac cri ref 674170
FLUTAMIDA (250MG COMPRIMIDO),FLUTAMIDA,1,['BLAU'],87239,tiamina 300 mg com,0.7,88220,tcm com age 250ml,0.67,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,86484,apalutamida 60 mg com rev erleada,0.37984149050941657,86921,levotiroxina sodica 150 mcg com,0.9841427803039551,0.7187968541626744,0.9841427803039551,0.2280197262113683,spacy,86921,levotiroxina sodica 150 mcg com
CLORIDRATO DE TRAMADOL  (100MG CP LIB PROLONGADA) A2,CLORIDRATO DE TRAMADOL,1,['CRISTALIA'],111420,cloridrato de metformina+dapagliflozina (1000mg + 5mg),0.67,111420,cloridrato de metformina+dapagliflozina (1000mg + 5mg),0.63,92737,indicador de limpeza atp,0.86,87263,tramadol 100 mg com rev lib prol,0.5627081714913839,86645,cloreto de magnésio 500 mg (94 mg de magnésio elementar) cápsula,0.8708598017692566,0.7187135946521281,0.8708598017692566,0.13936563862000573,spacy,86645,cloreto de magnésio 500 mg (94 mg de magnésio elementar) cápsula
"RIOHEX GARD (CLOREXIDINA 0,12% 250ML)",DIGLICONATO DE CLOREXIDINA,1,['RIOQUIMICA'],102531,"clorexidina sol. bucal 0,12% fr 30ml ",0.74,102531,"clorexidina sol. bucal 0,12% fr 30ml ",0.71,95507,"escetamina, cloridrato 28mg/0,2ml spray nasal spravato",0.86,102531,"clorexidina sol. bucal 0,12% fr 30ml ",0.4062642319873264,88071,"cateter umbilical 5,0 monolumen",0.8756239414215088,0.7183776346817671,0.8756239414215088,0.18890194740124988,spacy,88071,"cateter umbilical 5,0 monolumen"
"FITA MICROPOROSA 2,5X10 BRANCA",PRODUTOS PARA SAUDE,2,"['CIEX', 'MISSNER']",87522,fita microporosa hipoalergênica 50mm x 10m,0.7,102367,fita microporosa esteril 50mm x 20cm com 3 un,0.61,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.86,102367,fita microporosa esteril 50mm x 20cm com 3 un,0.5912915087796856,108737,"bobina picotada serrilhada autocolante 4,5x10 + 4cm de aba âmbar",0.8295769691467285,0.7181736955852828,0.86,0.12314250986206669,fuzz_wratio,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent
SACO DE AUTOCLAVE,PRODUTOS PARA SAUDE,2,['CRAL'],84332,fita p/ autoclave 19mm x 30m (cx c/ 48 und),0.69,83885,saco de lixo azul 40l,0.58,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,84332,fita p/ autoclave 19mm x 30m (cx c/ 48 und),0.5875823802494685,103251,saco de lixo preto 40l,0.8723991513252258,0.7179963063149388,0.8723991513252258,0.14216175066023182,spacy,103251,saco de lixo preto 40l
CLORIDRATO DE ROPIVACAINA  (10MG/ML INJ EPIDURAL 20ML),CLORIDRATO DE ROPIVACAINA,2,"['CRISTALIA', 'TEUTO']",113736,propofol 10mg/ml sol inj fa 20ml,0.67,87169,ropivacaina 10 mg/ml sol inj amp 20 ml embalagem esteril,0.62,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87169,ropivacaina 10 mg/ml sol inj amp 20 ml embalagem esteril,0.46199834565462344,92960,isossorbida 10mg/ml 1ml,0.9778594970703125,0.7179715685449872,0.9778594970703125,0.20318452278868782,spacy,92960,isossorbida 10mg/ml 1ml
CLORETO DE SODIO+GLICONATO DE SODIO+ACETATO DE SOD INJETAVEL (SOL INJ IV 500ML ),CLORETO DE SODIO+GLICONATO DE SODIO+ACETATO DE SODIO TRIHIDRATADO+CLORETO DE POTASSIO+CLORETO DE MAG,1,['HALEX ISTAR'],86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.76,86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.56,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.86,86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.5275537945622237,83939,vacuometro de parede c/ frasco de polipropileno 400ml,0.882203221321106,0.717951403176666,0.882203221321106,0.16592501563177534,spacy,83939,vacuometro de parede c/ frasco de polipropileno 400ml
MALEATO DE MIDAZOLAM SOLIDO (15MG COMPRIMIDO) B1,MALEATO DE MIDAZOLAM,1,['FQM'],115305,midazolam 1 mg/ml sol inj amp 5 ml,0.66,92912,divalproato de sodio 500 mg com,0.6,92737,indicador de limpeza atp,0.86,115305,midazolam 1 mg/ml sol inj amp 5 ml,0.5360544946836714,86825,fosfato de ruxolitinibe 20 mg com jakavi,0.9302122592926025,0.7172533507952548,0.9302122592926025,0.16999075156733542,spacy,86825,fosfato de ruxolitinibe 20 mg com jakavi
SERINGA DESC 5ML S/AG LSLIP,PRODUTOS PARA SAUDE,2,"['DESCARPACK', 'SR']",87835,seringa descartavel s/ agulha 20ml s/ rosca luer slip,0.68,87550,seringa descartavel s/ agulha 50ml c/ rosca ,0.68,88162,luva nitrilica s/ po azul tamanho m cx c/ 100,0.86,87835,seringa descartavel s/ agulha 20ml s/ rosca luer slip,0.4359777331094603,87835,seringa descartavel s/ agulha 20ml s/ rosca luer slip,0.9302018284797668,0.7172359123178454,0.9302018284797668,0.19210365423535353,spacy,87835,seringa descartavel s/ agulha 20ml s/ rosca luer slip
DETERGENTE ENZIMATICO 4 ENZIMAS 750ML,DETERGENTE ENZIMATICO,1,['RIOQUIMICA'],84245,detergente enzimatico prolystica ultraconcetrado 5l,0.72,84245,detergente enzimatico prolystica ultraconcetrado 5l,0.59,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,108046,detergente enzimático prolystica 2x concentrado,0.5758503288310646,112443,"detergente neutro concentrado prolystica 3,78l",0.8387979865074158,0.716929663067696,0.86,0.13355238153243373,fuzz_wratio,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp"
FITA MICROPOROSA 10X10 BRANCA ADPELE,PRODUTOS PARA SAUDE,1,['MISSNER'],87522,fita microporosa hipoalergênica 50mm x 10m,0.72,87522,fita microporosa hipoalergênica 50mm x 10m,0.62,100262,etiqueta adesiva branca 96mm x 72mm (rolo) bopp  - 400 etiquetas,0.86,102367,fita microporosa esteril 50mm x 20cm com 3 un,0.499004239277718,83895,saco plast 15x20 impresso vermelho,0.8854789137840271,0.716896630612349,0.8854789137840271,0.1626147615198114,spacy,83895,saco plast 15x20 impresso vermelho
CLORIDRATO DE ERLOTINIBE  (150MG COMPRIMIDO),CLORIDRATO DE ERLOTINIBE,1,['EMS ONCO'],117320,"momelotinibe, dicloridrato 200mg com rev ojjaara",0.69,86651,"doxiciclina, cloridrato de 100 mg com rev",0.68,95507,"escetamina, cloridrato 28mg/0,2ml spray nasal spravato",0.86,117320,"momelotinibe, dicloridrato 200mg com rev ojjaara",0.3738338273198179,92912,divalproato de sodio 500 mg com,0.9799150228500366,0.7167497700339709,0.9799150228500366,0.2288198080570279,spacy,92912,divalproato de sodio 500 mg com
TEMOZOLOMIDA SOLIDO (180MG CP/CAP/PO) ORAL,TEMOZOLOMIDA,2,['EUROFARMA ONCO'],104338,temozolomida 100 mg cap gel dura genérico,0.64,104338,temozolomida 100 mg cap gel dura genérico,0.64,83647,anfotericina b lipossomal 50 mg po liof inj fa + filtro 5 micra,0.86,103714,temozolomida 250 mg cap dura genérico ,0.559284229929295,86673,crizotinibe 250 mg cap dur xalkori,0.8827738165855408,0.7164116093029672,0.8827738165855408,0.14548237984054135,spacy,86673,crizotinibe 250 mg cap dur xalkori
ALFAEPOETINA (4000UI/ML INJ IV/SC SERINGA PRE-ENCHIDA 1ML),ALFAEPOETINA,2,['BLAU'],86445,alfaepoetina 40.000 ui sol inj ser 1 ml,0.66,86445,alfaepoetina 40.000 ui sol inj ser 1 ml,0.63,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86445,alfaepoetina 40.000 ui sol inj ser 1 ml,0.5715543914470692,115565,infliximabe 120 mg/ml sc sol inj ser preench 1 ml + can aplic remsima,0.8594235777854919,0.7161955938465122,0.86,0.13481715878390035,fuzz_wratio,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp"
"CLORETO DE SODIO (0,9% 30 SACHES 2,16 GRAMAS) ",CLORETO DE SODIO,1,['FQM'],86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.67,87116,"cloreto de sódio 6,0 mg/g gel nasal fr 30g",0.67,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.47356623875236853,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.9034728407859802,0.7154078159076698,0.9034728407859802,0.1723995658456272,spacy,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) "
SCALP 19G LUER LOCK DISPOSITIVO SEGURANÃA,PRODUTOS PARA SAUDE,1,['MEDIX'],87539,scalp n° 19g,0.9,87888,cateter intravenoso c/ dispositivo segurança 18g jelco,0.6,87540,scalp n° 21g ,0.86,87539,scalp n° 19g,0.49482553998114964,87624,cateter venoso central ag 22g intracath ,0.7160815596580505,0.71418141992784,0.9,0.17098948231485875,fuzz_token_set,87539,scalp n° 19g
