linha_produto,principio_ativo,n_skus,marcas,cod_item_fuzz_token_set,desc_fuzz_token_set,fuzz_token_set,cod_item_fuzz_token_sort,desc_fuzz_token_sort,fuzz_token_sort,cod_item_fuzz_wratio,desc_fuzz_wratio,fuzz_wratio,cod_item_tfidf,desc_tfidf,tfidf,cod_item_spacy,desc_spacy,spacy,score_mean,score_max,score_std,best_method,best_cod_item,best_desc_global
PEMETREXEDE INJETAVEL (500MG PO LIOF INJ),PEMETREXEDE DISSODICO HEMIPENTAIDRATADO,3,"['BERGAMO', 'EUROFARMA ONCO', 'GLENMARK']",86955,meropenem 500 mg po liof inj fa,0.66,86955,meropenem 500 mg po liof inj fa,0.63,86318,ceftazidima + avibactam 2000 mg + 500 mg po liof inj fa (torgena),0.86,83644,agua para injetaveis sol inj amp 10 ml,0.20569821650872294,83642,acetilcisteina 200 mg gran env,0.9584313035011292,0.6628259040019704,0.9584313035011292,0.28996181848891606,spacy,83642,acetilcisteina 200 mg gran env
COLETOR PERF CORTANTE 3L AMARELO ECO,PRODUTOS PARA SAUDE,1,['DESCARBOX'],84181,caixa coletora p/ material perfurocortante 3l,0.58,84183,caixa coletora p/ material perfurocortante 13l,0.57,87499,coletor urina sistema fechado c/ valvula anti refluxo 2000ml,0.86,84181,caixa coletora p/ material perfurocortante 3l,0.42229657995185527,92851,seringa desc 20ml conexao enfit,0.8817322254180908,0.6628057610739891,0.8817322254180908,0.2000804427070661,spacy,92851,seringa desc 20ml conexao enfit
BUDESONIDA (64MCG SUSPENSAO SPRAY NASAL FRASCO 120 ACIONAMENTOS),BUDESONIDA,2,['EMS'],86542,budesonida 50 mcg/dose spray nasal fr 6 ml ,0.69,86542,budesonida 50 mcg/dose spray nasal fr 6 ml ,0.58,103545,sotorasibe 120 mmg com rev lumakras,0.86,86542,budesonida 50 mcg/dose spray nasal fr 6 ml ,0.5168825410648321,101457,beclometasona + formoterol 100mcg/6mcg 120 doses,0.6667531728744507,0.6627271427878565,0.86,0.13018354913064564,fuzz_wratio,103545,sotorasibe 120 mmg com rev lumakras
DICLORIDRATO DE BETAISTINA (24MG COMPRIMIDO SIMPLES) ,BETAISTINA,1,['PRATI DONADUZZI'],87127,dicloridrato de levocetirizina 5 mg com rev ,0.7,87127,dicloridrato de levocetirizina 5 mg com rev ,0.56,92737,indicador de limpeza atp,0.86,92961,trimetazidina dicloridrato 80 mg lp,0.2752035049933823,86825,fosfato de ruxolitinibe 20 mg com jakavi,0.9173791408538818,0.6625165291694529,0.9173791408538818,0.2578181045430851,spacy,86825,fosfato de ruxolitinibe 20 mg com jakavi
FENOFIBRATOS MICROGRÂ¿NULOS A 75% (250MG CAPSULA GELATINOSA DURA COM MICROGRANULOS LIBERACAO RETARDADA),FENOFIBRATO,1,['COSMED'],86736,"duloxetina, cloridrato 30 mg cap dura c/ microgran retard",0.63,86736,"duloxetina, cloridrato 30 mg cap dura c/ microgran retard",0.59,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,86736,"duloxetina, cloridrato 30 mg cap dura c/ microgran retard",0.39238805866312787,86925,levotiroxina sodica 75 mcg com,0.8396356701850891,0.6624047457696435,0.86,0.1934271252551284,fuzz_wratio,86959,mesilato de osimertinibe 80 mg com rev tagrisso
"COLAGENASE TOPICO ( 6UI+0,01G/G) ",COLAGENASE+CLORANFENICOL,1,['CRISTALIA'],86658,"colagenase s/ cloranfenicol 1,2 u/g pom derm bg 30 g",0.59,86659,colagentek 300g (sabor: neutro),0.56,86604,"golimumabe 50 mg sol inj ser preenc 0,5 ml simponi",0.86,86658,"colagenase s/ cloranfenicol 1,2 u/g pom derm bg 30 g",0.41889177396883326,86942,"macrogol 3350 + bicarbonato de sodio + cloreto de sodio + cloreto de potassio 13,125 g + 0,1775 g + 0,3507 g + 0,0466 g env or 14 g (muvinlax)",0.8830274343490601,0.6623838416635787,0.8830274343490601,0.20170894850429627,spacy,86942,"macrogol 3350 + bicarbonato de sodio + cloreto de sodio + cloreto de potassio 13,125 g + 0,1775 g + 0,3507 g + 0,0466 g env or 14 g (muvinlax)"
"AGULHA DESC 13X3,0",PRODUTOS PARA SAUDE,1,['SR'],87766,"agulha stimuplex a 22gx 2''/0,70x50mm ",0.62,87445,agulha descartavel 25 x 7,0.6,86604,"golimumabe 50 mg sol inj ser preenc 0,5 ml simponi",0.86,87445,agulha descartavel 25 x 7,0.4117109072567059,117390,"catgut simples 0 ag 4,0cm (cs0mr40r)",0.8196071982383728,0.6622636210990158,0.86,0.18186279952370124,fuzz_wratio,86604,"golimumabe 50 mg sol inj ser preenc 0,5 ml simponi"
"CLORETO DE SODIO (0,9% 15 SACHES 1,08 GRAMAS + FRASCO APLICADOR 120ML)",CLORETO DE SODIO,1,['FQM'],83660,"cloreto de sodio 0,9% 100 ml fr sistema fechado",0.65,83660,"cloreto de sodio 0,9% 100 ml fr sistema fechado",0.59,106981,"ofatumumabe 20 mg/0,4 ml can preen kesimpta",0.86,86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.35816321739199325,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.8530327677726746,0.6622391970329335,0.86,0.20817181770857632,fuzz_wratio,106981,"ofatumumabe 20 mg/0,4 ml can preen kesimpta"
CICLOSPORINA (50MG/ML SOL DIL INFUS IV 1ML),CICLOSPORINA,2,['NOVARTIS'],106331,etilefrina 10mg/ml sol inj amp 1ml,0.64,86654,clorpromazina 5 mg/ml sol inj im amp 5 ml,0.61,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,112383,guselcumabe 200 mg sol dil infus fa 20 ml - tremfya,0.22792080062448317,87206,sulfametoxazol 80 mg/ml + trimetoprima 16 mg/ml sol inj iv amp 5 ml,0.9720718860626221,0.6619985373374211,0.9720718860626221,0.28590266081580307,spacy,87206,sulfametoxazol 80 mg/ml + trimetoprima 16 mg/ml sol inj iv amp 5 ml
AGULHA DESC 30X08 C/DISP SEG,PRODUTOS PARA SAUDE,1,['SR'],88004,agulha descartavel 13x4 c/ dispositivo de segurança,0.64,88004,agulha descartavel 13x4 c/ dispositivo de segurança,0.64,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87445,agulha descartavel 25 x 7,0.3398504178059317,87550,seringa descartavel s/ agulha 50ml c/ rosca ,0.8291924595832825,0.6618085754778429,0.86,0.20730743391915657,fuzz_wratio,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp"
FITA ADESIVA BRANCA M332 18MMX50M,PRODUTOS PARA SAUDE,1,['3M'],84326,fita branca hospitalar 19mm x 50m,0.7,84326,fita branca hospitalar 19mm x 50m,0.58,88058,"fita médica suave hipoalergênica branco 50mm x 4,0m",0.86,102329,fita adesiva elástica formato c brava - ref. 12070,0.27376035258964304,87454,atadura ortopedica algodao 15cmx1m ,0.8950684070587158,0.6617657519296717,0.8950684070587158,0.2512083954754564,spacy,87454,atadura ortopedica algodao 15cmx1m 
CITRATO DE SILDENAFILA (25MG COMPRIMIDO),CITRATO DE SILDENAFILA,1,['EMS'],87256,"tofacitinibe, citrato 5 mg com rev xeljanz",0.64,87256,"tofacitinibe, citrato 5 mg com rev xeljanz",0.58,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,83673,"fentanila, citrato de 50 mcg/ml sol inj fa 10 ml",0.2614494359884926,86825,fosfato de ruxolitinibe 20 mg com jakavi,0.96703040599823,0.6616959683973446,0.96703040599823,0.27381373264379233,spacy,86825,fosfato de ruxolitinibe 20 mg com jakavi
AGULHA DESC 30X07 C/DISP SEG,PRODUTOS PARA SAUDE,2,"['SR', 'VENPER']",88004,agulha descartavel 13x4 c/ dispositivo de segurança,0.64,88004,agulha descartavel 13x4 c/ dispositivo de segurança,0.64,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87445,agulha descartavel 25 x 7,0.33860057846303276,87550,seringa descartavel s/ agulha 50ml c/ rosca ,0.8291924595832825,0.661558607609263,0.86,0.20779288381447256,fuzz_wratio,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp"
"SULFATO DE MORFINA PENTAIDRATADO (0,2MG/ML INJ  EPIDURAL/INTRATECAL/IV 1ML)
",MORFINA,1,['CRISTALIA'],87007,morfina 10 mg/ml sol inj amp 1 ml,0.64,87209,sulfato de magnesio 10% (100 mg/ml) sol inj amp 10 ml,0.51,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.86,87007,morfina 10 mg/ml sol inj amp 1 ml,0.3569963336846306,87004,"morfina 0,2 mg/ml inj amp 1 ml embalagem esteril",0.9407899379730225,0.6615572543315306,0.9407899379730225,0.24163096131403783,spacy,87004,"morfina 0,2 mg/ml inj amp 1 ml embalagem esteril"
SONDA ASP TRAQUEAL S/VALVULA NR.10,PRODUTOS PARA SAUDE,1,['MEDSONDA'],87554,sonda aspiracao traqueal siliconizada n° 10,0.71,87554,sonda aspiracao traqueal siliconizada n° 10,0.66,110761,imunoglobulina 100 mg/ml - imunoglobulina a 10% solução para perfusão para administração por via subcutânea fa 50ml - hyqvia,0.86,87554,sonda aspiracao traqueal siliconizada n° 10,0.38710201244960274,87554,sonda aspiracao traqueal siliconizada n° 10,0.6905257701873779,0.6615255565273961,0.86,0.17167811278741824,fuzz_wratio,110761,imunoglobulina 100 mg/ml - imunoglobulina a 10% solução para perfusão para administração por via subcutânea fa 50ml - hyqvia
SONDA ASP TRAQUEAL S/VALVULA NR.12,PRODUTOS PARA SAUDE,1,['MEDSONDA'],87555,sonda aspiracao traqueal siliconizada n° 12,0.71,87555,sonda aspiracao traqueal siliconizada n° 12,0.66,87547,seringa descartavel s/ agulha c/ rosca luer lock 10ml,0.86,87555,sonda aspiracao traqueal siliconizada n° 12,0.3973113879581504,87555,sonda aspiracao traqueal siliconizada n° 12,0.6774681210517883,0.6609559018019877,0.86,0.16718692637903693,fuzz_wratio,87547,seringa descartavel s/ agulha c/ rosca luer lock 10ml
"ACETATO DE OCTREOTIDA (0,05MG/ML SOL INJ IV AMP 1ML) ",ACETATO DE OCTREOTIDA,3,['NOVARTIS'],86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.7,86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.61,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86694,"dexametasona, acetato 1 mg/g crem derm bg 10 g ",0.1970208015089472,86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml,0.9366198182106018,0.6607281239439098,0.9366198182106018,0.28938106850651774,spacy,86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml
CLORIDRATO DE IDARRUBICINA (10MG PO LIOFILO IV FA),CLORIDRATO DE IDARRUBICINA,2,['FARMARIN ONCO'],86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.67,86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.67,110761,imunoglobulina 100 mg/ml - imunoglobulina a 10% solução para perfusão para administração por via subcutânea fa 50ml - hyqvia,0.86,86651,"doxiciclina, cloridrato de 100 mg com rev",0.2034185959512431,86329,cetoprofeno 100 mg po liof iv fa,0.8996219635009766,0.660608111890444,0.8996219635009766,0.27662402955764753,spacy,86329,cetoprofeno 100 mg po liof iv fa
"BESILATO DE ATRACURIO (10MG/ML SOL INJ IV 2,5ML)",BESILATO DE ATRACURIO,1,['CRISTALIA'],86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.67,86778,etomidato 2 mg/ml sol inj amp 10 ml,0.62,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,107224,"imatinibe, mesilato 100mg com rev genérico",0.17981232017870252,86732,dopamina 5 mg/ml sol inj iv amp 10 ml,0.9731920957565308,0.6606008831870467,0.9731920957565308,0.3042892092210577,spacy,86732,dopamina 5 mg/ml sol inj iv amp 10 ml
CREME BARREIRA - RIODERM PROTECTION 92 G,PRODUTOS PARA SAUDE,1,['RIOQUIMICA'],87958,creme de barreira 60g comfell  (ref: 4720),0.66,87958,creme de barreira 60g comfell  (ref: 4720),0.55,86874,"imunoglobulina g 0,1 g/ml sol inj fras 50 ml endobulin kiovig",0.86,87958,creme de barreira 60g comfell  (ref: 4720),0.392434229733394,111278,gel condutor 250g,0.8398807644844055,0.6604629988435599,0.86,0.19751421405193262,fuzz_wratio,86874,"imunoglobulina g 0,1 g/ml sol inj fras 50 ml endobulin kiovig"
CICLOSPORINA (100MG CAPSULA),CICLOSPORINA,1,['GERMED'],92918,nitrofurantoína 100 mg cap,0.67,92960,isossorbida 10mg/ml 1ml,0.58,86441,alectinibe 150 mg cap dura alecensa,0.86,86338,ciclobenzaprina 10 mg com rev,0.21169952034778175,92918,nitrofurantoína 100 mg cap,0.9804542660713196,0.6604307572838202,0.9804542660713196,0.2958730001793545,spacy,92918,nitrofurantoína 100 mg cap
HIDROXIDO DE POTASSIO (40% SOLUCAO 100ML),HIDROXIDO DE POTASSIO,1,['NEWPROV'],84210,"clorexidina 0,2% solução aquosa 100ml",0.59,84210,"clorexidina 0,2% solução aquosa 100ml",0.57,110761,imunoglobulina 100 mg/ml - imunoglobulina a 10% solução para perfusão para administração por via subcutânea fa 50ml - hyqvia,0.86,86646,"potassio, cloreto de 60 mg/ml xpe or fr 100 ml",0.39022989215493675,87286,valproato de sodio 50 mg/ml xpe fr 100 ml,0.8906794190406799,0.6601818622391233,0.8906794190406799,0.2115353044330382,spacy,87286,valproato de sodio 50 mg/ml xpe fr 100 ml
CLORIDRATO DE IRINOTECANO  (20MG/ML INJ 100MG/5ML),CLORIDRATO DE IRINOTECANO TRI-HIDRATADO,1,['BERGAMO'],83664,cloreto de sodio 20% (200 mg/ml) sol inj amp 10 ml,0.64,111420,cloridrato de metformina+dapagliflozina (1000mg + 5mg),0.6,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,100370,"cianocobalamina 5000mcg, cloridrato de piridoxina 100mg, nitrato de tiamina 100mg com rev",0.2275705760892224,113040,metilcobalamina 50mg/2ml,0.9716824889183044,0.6598506130015054,0.9716824889183044,0.2864179939265947,spacy,113040,metilcobalamina 50mg/2ml
"BIMATOPROSTA LIQUIDO (0,3+5MG/ML SOL OFT 3ML) OFTALMICO ",BIMATOPROSTA+MALEATO DE TIMOLOL,1,['LEGRAND OFTA'],87220,systane sol oft gt 10 ml,0.59,111299,ciclolato 10mg/ml solução oftálmica estéril 5ml,0.58,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87193,solucao oftalmica optive 15 ml,0.287475303154718,86684,"deslanosideo 0,2 mg/ml sol inj amp 2 ml",0.9815375208854675,0.659802564808037,0.9815375208854675,0.27086012635379103,spacy,86684,"deslanosideo 0,2 mg/ml sol inj amp 2 ml"
METOTREXATO (100MG/ML SOL INJ/DIL INFUS IV/IM/IT FA 10ML),METOTREXATO,1,['BLAU'],116736,addaven sol inj amp 10ml,0.67,86732,dopamina 5 mg/ml sol inj iv amp 10 ml,0.57,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,112383,guselcumabe 200 mg sol dil infus fa 20 ml - tremfya,0.2415156473237352,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9571598768234253,0.6597351048294321,0.9571598768234253,0.27912040187942583,spacy,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml
"HIDROXIDO DE ALUMINIO (61,5MG/ML SUSPENSAO ORAL 240ML)",HIDROXIDO DE ALUMINIO,2,['EMS'],87173,"hidroxido ferrico, sacarato de 20 mg/ml sol inj amp 5 ml",0.6,101498,hidróx. al 600mg/5 ml+hidróx mag 300mg/5 ml+simeticona 35mg/5 ml fr 240ml s/corante,0.55,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,83787,"papel aluminio 45cmx7,5m",0.3518354918349142,86536,bromoprida 4mg/ml solução oral 20 ml ,0.9357770681381226,0.6595225119946073,0.9357770681381226,0.23807415621477662,spacy,86536,bromoprida 4mg/ml solução oral 20 ml 
OSTEONIL PLUS 40MG SERINGA PRE 2ML,HIALURONATO DE SODIO,1,['TRB PHARMA'],85017,pre nan ,0.6,108073,infantil pregomin plus 400g,0.59,95507,"escetamina, cloridrato 28mg/0,2ml spray nasal spravato",0.86,87687,seringa de vidro 10ml,0.2881677925292773,113040,metilcobalamina 50mg/2ml,0.9588733315467834,0.6594082248152121,0.9588733315467834,0.2627178657005826,spacy,113040,metilcobalamina 50mg/2ml
BUDESONIDA (32MCG SUSPENSAO SPRAY NASAL FRASCO 120 ACIONAMENTOS),BUDESONIDA,2,['EMS'],86542,budesonida 50 mcg/dose spray nasal fr 6 ml ,0.69,86542,budesonida 50 mcg/dose spray nasal fr 6 ml ,0.56,103545,sotorasibe 120 mmg com rev lumakras,0.86,86542,budesonida 50 mcg/dose spray nasal fr 6 ml ,0.5157666222454372,101457,beclometasona + formoterol 100mcg/6mcg 120 doses,0.6667531728744507,0.6585039590239775,0.86,0.1339194551860865,fuzz_wratio,103545,sotorasibe 120 mmg com rev lumakras
MONOSSIALOGANGLIOSIDEO  (100MG SOLUCAO INJETAVEL 5ML),MONOSSIALOGANGLIOSIDEO,1,['TRB PHARMA'],87247,tiocolchicosideo 2 mg/ml sol inj amp 2 ml,0.63,115780,propofol 10mg/ml sol inj amp 20ml,0.58,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86684,"deslanosideo 0,2 mg/ml sol inj amp 2 ml",0.24728017155631898,83676,gentamicina 40 mg/ml sol inj amp 2ml,0.9740608930587769,0.6582682129230191,0.9740608930587769,0.28118361701344635,spacy,83676,gentamicina 40 mg/ml sol inj amp 2ml
"CLORIDRATO DE DOXORRUBICINA (2MG/ML SUS LIB PROL DIL INFUS IV 10ML)
",CLORIDRATO DE DOXORRUBICINA,1,['DR REDDYS'],100269,"fluoxetina, cloridrato de 20 mg/ml (1ml=20gts) sol or gt fr 20 ml",0.63,86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.64,108044,ravulizumabe 100 mg/ml fa 3 ml ultomiris,0.86,86651,"doxiciclina, cloridrato de 100 mg com rev",0.2289896024951351,86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml,0.9320710897445679,0.6582121384479406,0.9320710897445679,0.2743522636991773,spacy,86789,fenobarbital 100 mg/ml sol inj im/iv amp 2 ml
CARMABAZEPINA (200MG CPR LIB PROL) C1,CARBAMAZEPINA,1,['NOVARTIS'],87144,quetiapina 50 mg com rev lib prol,0.62,86565,carbamazepina 200 mg com,0.61,87087,palmitato de paliperidona 150 mg sus inj lib prol ser,0.86,87072,oxcarbazepina 300 mg com rev,0.30238074353967603,86409,aciclovir 250 mg inj fa,0.8985549807548523,0.6581871448589056,0.8985549807548523,0.23920889365540424,spacy,86409,aciclovir 250 mg inj fa
LUVA VINIL P S/PO,PRODUTOS PARA SAUDE,4,"['DESCARPACK', 'VOLK DO BRASIL']",88161,luva nitrilica s/ po azul tamanho p cx c/ 100,0.79,107287,avental estéril individual (capote),0.48,87298,vedolizumabe 300 mg po liof inj fa entyvio,0.86,87530,"luva cirurgica esteril nº 8,0",0.2631200440710258,88161,luva nitrilica s/ po azul tamanho p cx c/ 100,0.8964371681213379,0.6579114424384727,0.8964371681213379,0.2750883601336047,spacy,88161,luva nitrilica s/ po azul tamanho p cx c/ 100
LUVA VINIL G S/PO,PRODUTOS PARA SAUDE,3,"['DESCARPACK', 'VOLK DO BRASIL']",88163,luva nitrilica s/ po azul tamanho g cx c/ 100,0.79,107287,avental estéril individual (capote),0.48,87298,vedolizumabe 300 mg po liof inj fa entyvio,0.86,87530,"luva cirurgica esteril nº 8,0",0.263068446901236,88163,luva nitrilica s/ po azul tamanho g cx c/ 100,0.8954547643661499,0.6577046422534771,0.8954547643661499,0.27489418899469004,spacy,88163,luva nitrilica s/ po azul tamanho g cx c/ 100
DETERGENTE ENZIMATICO PRATICZYME 1 LI,DETERGENTE ENZIMATICO,1,['VIC PHARMA'],84245,detergente enzimatico prolystica ultraconcetrado 5l,0.72,84245,detergente enzimatico prolystica ultraconcetrado 5l,0.68,103581,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",0.86,108046,detergente enzimático prolystica 2x concentrado,0.5007420100905752,87361,caprofyl 5-0 ag 1.5 1/2 cil (cf202t),0.5268169641494751,0.65751179484801,0.86,0.14753802269581281,fuzz_wratio,103581,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity"
LUVA VINIL M S/PO,PRODUTOS PARA SAUDE,3,"['DESCARPACK', 'VOLK DO BRASIL']",88162,luva nitrilica s/ po azul tamanho m cx c/ 100,0.79,107287,avental estéril individual (capote),0.48,87298,vedolizumabe 300 mg po liof inj fa entyvio,0.86,88162,luva nitrilica s/ po azul tamanho m cx c/ 100,0.263911786592115,88162,luva nitrilica s/ po azul tamanho m cx c/ 100,0.8923019766807556,0.6572427526545741,0.8923019766807556,0.273912426290693,spacy,88162,luva nitrilica s/ po azul tamanho m cx c/ 100
SULFATO DE GENTAMICINA INJETAVEL (SOL/SUSP/PO),SULFATO DE GENTAMICINA,1,['NOVAFARMA'],83676,gentamicina 40 mg/ml sol inj amp 2ml,0.59,83676,gentamicina 40 mg/ml sol inj amp 2ml,0.55,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,83676,gentamicina 40 mg/ml sol inj amp 2ml,0.5721804737102331,110640,eletrodo descartavel adulto de carbono,0.7136185169219971,0.6571597981264461,0.86,0.12994891382891666,fuzz_wratio,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp"
CLORIDRATO DE IRINOTECANO INJETAVEL (100MG SOL IV 5ML OL),CLORIDRATO DE IRINOTECANO TRI-HIDRATADO,2,['EUROFARMA ONCO'],86705,"escetamina, cloridrato de 50 mg/ml sol inj amp 10 ml im/ev (ketamin)",0.65,86705,"escetamina, cloridrato de 50 mg/ml sol inj amp 10 ml im/ev (ketamin)",0.63,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.213767236557326,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9263917207717896,0.6560317914658231,0.9263917207717896,0.27884112621284324,spacy,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml
"MALEATO DE TIMOLOL+TRAVOPROSTA LIQUIDO (0,04+5 MG/ML SOL OFT 2,5 ML) OFTALMICO",MALEATO DE TIMOLOL+TRAVOPROSTA,1,['LEGRAND OFTA'],87252,tobramicina 3 mg/ml sol oft 5 ml,0.68,87118,nitrato de oxiconazol 10 mg/ml sol top fr got 20 ml,0.54,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.86,87193,solucao oftalmica optive 15 ml,0.24998275441759027,87199,"sufentanila, citrato 7,5 mcg/ml sol inj amp 2 ml embalagem esteril",0.9484265446662903,0.6556818598167762,0.9484265446662903,0.27659120632709555,spacy,87199,"sufentanila, citrato 7,5 mcg/ml sol inj amp 2 ml embalagem esteril"
"TIBOLONA SOLIDO (1,25MG COMPRIMIDO) ",TIBOLONA,1,['FQM'],87184,simeticona 40 mg com,0.65,83671,espironolactona 25 mg com,0.59,87281,ustequinumabe 90 mg sol inj ser preenc 1 ml stelara,0.86,86849,prednisolona 5 mg com,0.21509191733479285,83651,"bisoprolol 1,25 mg com rev",0.9623716473579407,0.6554927129385467,0.9623716473579407,0.28908054109690345,spacy,83651,"bisoprolol 1,25 mg com rev"
"CLORIDRATO DE PALONOSETRONA INJETAVEL (0,05MG/ML)",CLORIDRATO DE PALONOSETRONA,1,['ACCORD'],111420,cloridrato de metformina+dapagliflozina (1000mg + 5mg),0.64,111420,cloridrato de metformina+dapagliflozina (1000mg + 5mg),0.6,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87066,ondansetrona 2 mg/ml sol inj 4 ml amp,0.24429491556141567,95507,"escetamina, cloridrato 28mg/0,2ml spray nasal spravato",0.9316192269325256,0.6551828284987883,0.9316192269325256,0.269477130737078,spacy,95507,"escetamina, cloridrato 28mg/0,2ml spray nasal spravato"
PEROXIDO DE HIDROGENIO (10 VOL 100ML),PEROXIDO DE HIDROGENIO,1,['RIOQUIMICA'],111262,agua oxigenada 10 vol 100ml,0.62,111262,agua oxigenada 10 vol 100ml,0.61,110761,imunoglobulina 100 mg/ml - imunoglobulina a 10% solução para perfusão para administração por via subcutânea fa 50ml - hyqvia,0.86,87173,"hidroxido ferrico, sacarato de 20 mg/ml sol inj amp 5 ml",0.26718080220705437,104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,0.9160022735595703,0.6546366151533249,0.9160022735595703,0.2568074457338098,spacy,104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml
GINKGO BILOBA (80MG CP REVESTIDO),GINKGO BILOBA L.,1,['PRATI DONADUZZI'],102396,nexium 20mg comprimido revestido,0.61,102396,nexium 20mg comprimido revestido,0.61,92898,valsartana 80mg,0.86,102396,nexium 20mg comprimido revestido,0.30583033932927045,92898,valsartana 80mg,0.8867564797401428,0.6545173638138826,0.8867564797401428,0.23542745865022568,spacy,92898,valsartana 80mg
LEVODOPA+CARDIDOPA (250MG+25MG CP),LEVODOPA+CARBIDOPA,1,['CRISTALIA'],86970,metildopa 250 mg com rev,0.54,86970,metildopa 250 mg com rev,0.54,86909,"levodopa + benserazida, cloridrato de bd 100 mg + 25 mg com",0.86,86909,"levodopa + benserazida, cloridrato de bd 100 mg + 25 mg com",0.38386699213615205,86749,enalapril 20 mg com,0.9478519558906555,0.6543437896053615,0.9478519558906555,0.23861486906826956,spacy,86749,enalapril 20 mg com
CLORIDRATO DE DORZOLAMIDA+MALEATO DE TIMOLOL LIQUIDO (25MG/ML SOL OFT 5ML ),CLORIDRATO DE DORZOLAMIDA+MALEATO DE TIMOLOL,3,['LEGRAND OFTA'],86786,"fenilefrina, cloridrato 10% sol oft gt fr 5 ml",0.65,86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.59,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.86,83639,acetazolamida 250 mg com,0.23079167799735117,100269,"fluoxetina, cloridrato de 20 mg/ml (1ml=20gts) sol or gt fr 20 ml",0.9408755302429199,0.6543334416480542,0.9408755302429199,0.2774663482964154,spacy,100269,"fluoxetina, cloridrato de 20 mg/ml (1ml=20gts) sol or gt fr 20 ml"
